customer_id,customer_name,segment,region,sale_id,sale_date,sale_value,product,sale_month
CUST0231,Cliente 231,Grande Empresa,Centro-Oeste,SALE0520,2025-07-28 10:37:23.101374,2174.49,Produto B,2025-07
CUST0232,Cliente 232,Média Empresa,Norte,SALE0536,2025-06-14 10:37:23.101426,3621.69,Serviço Y,2025-06
CUST0232,Cliente 232,Média Empresa,Norte,SALE0669,2025-06-06 10:37:23.101955,3995.92,Produto B,2025-06
CUST0233,Cliente 233,Média Empresa,Norte,SALE0131,2025-07-05 10:37:23.100105,3224.9,Serviço X,2025-07
CUST0234,Cliente 234,Média Empresa,Centro-Oeste,SALE0048,2025-06-08 10:37:23.099774,2674.07,Produto A,2025-06
CUST0234,Cliente 234,Média Empresa,Centro-Oeste,SALE0476,2025-05-29 10:37:23.101236,59.56,Produto A,2025-05
CUST0234,Cliente 234,Média Empresa,Centro-Oeste,SALE0693,2025-02-08 10:37:23.102032,1993.91,Serviço Y,2025-02
CUST0235,Cliente 235,Pequena Empresa,Centro-Oeste,SALE0304,2025-04-10 10:37:23.100669,3847.48,Produto B,2025-04
CUST0236,Cliente 236,Grande Empresa,Centro-Oeste,SALE0612,2025-01-14 10:37:23.101731,2887.72,Produto A,2025-01
CUST0237,Cliente 237,Pequena Empresa,Sul,,,,,
CUST0238,Cliente 238,Pequena Empresa,Centro-Oeste,SALE0371,2025-05-04 10:37:23.100894,1898.22,Serviço X,2025-05
CUST0239,Cliente 239,Média Empresa,Nordeste,,,,,
CUST0240,Cliente 240,Pequena Empresa,Sudeste,,,,,
CUST0241,Cliente 241,Autônomo,Centro-Oeste,,,,,
CUST0242,Cliente 242,Autônomo,Sudeste,SALE0341,2025-06-12 10:37:23.100799,4024.68,Serviço X,2025-06
CUST0242,Cliente 242,Autônomo,Sudeste,SALE0727,2024-11-12 10:37:23.102141,3009.66,Serviço X,2024-11
CUST0243,Cliente 243,Autônomo,Sul,SALE0206,2025-04-13 10:37:23.100346,1515.52,Serviço X,2025-04
CUST0243,Cliente 243,Autônomo,Sul,SALE0351,2025-03-19 10:37:23.100831,4014.01,Produto A,2025-03
CUST0243,Cliente 243,Autônomo,Sul,SALE0493,2025-06-17 10:37:23.101289,222.66,Produto A,2025-06
CUST0244,Cliente 244,Pequena Empresa,Sudeste,SALE0100,2025-04-28 10:37:23.099964,282.84,Serviço Y,2025-04
CUST0245,Cliente 245,Pequena Empresa,Sul,SALE0517,2024-12-04 10:37:23.101364,4858.85,Serviço Y,2024-12
CUST0246,Cliente 246,Autônomo,Nordeste,SALE0590,2025-03-09 10:37:23.101622,1345.04,Produto A,2025-03
CUST0247,Cliente 247,Média Empresa,Sul,SALE0278,2025-04-25 10:37:23.100585,1281.64,Produto B,2025-04
CUST0248,Cliente 248,Autônomo,Sul,,,,,
CUST0249,Cliente 249,Autônomo,Norte,,,,,
CUST0250,Cliente 250,Grande Empresa,Centro-Oeste,,,,,
CUST0251,Cliente 251,Pequena Empresa,Centro-Oeste,SALE0050,2025-03-20 10:37:23.099780,1876.83,Produto A,2025-03
CUST0252,Cliente 252,Pequena Empresa,Nordeste,SALE0022,2024-11-05 10:37:23.099687,2492.98,Produto B,2024-11
CUST0252,Cliente 252,Pequena Empresa,Nordeste,SALE0222,2024-11-24 10:37:23.100398,175.83,Produto A,2024-11
CUST0252,Cliente 252,Pequena Empresa,Nordeste,SALE0422,2024-12-24 10:37:23.101062,4711.09,Serviço Y,2024-12
CUST0253,Cliente 253,Grande Empresa,Nordeste,,,,,
CUST0254,Cliente 254,Pequena Empresa,Centro-Oeste,SALE0253,2025-02-16 10:37:23.100494,3032.5,Serviço X,2025-02
CUST0255,Cliente 255,Pequena Empresa,Norte,SALE0172,2025-02-16 10:37:23.100239,4134.71,Serviço X,2025-02
CUST0255,Cliente 255,Pequena Empresa,Norte,SALE0717,2025-07-14 10:37:23.102107,940.49,Serviço Y,2025-07
CUST0255,Cliente 255,Pequena Empresa,Norte,SALE0724,2025-01-14 10:37:23.102129,317.15,Serviço Y,2025-01
CUST0256,Cliente 256,Média Empresa,Centro-Oeste,SALE0063,2024-11-14 10:37:23.099821,1657.07,Serviço Y,2024-11
CUST0256,Cliente 256,Média Empresa,Centro-Oeste,SALE0298,2025-07-25 10:37:23.100647,120.3,Produto B,2025-07
CUST0256,Cliente 256,Média Empresa,Centro-Oeste,SALE0744,2024-11-03 10:37:23.102195,1051.27,Produto A,2024-11
CUST0257,Cliente 257,Autônomo,Norte,SALE0202,2024-12-18 10:37:23.100333,63.37,Serviço X,2024-12
CUST0257,Cliente 257,Autônomo,Norte,SALE0448,2025-03-25 10:37:23.101144,1602.2,Produto B,2025-03
CUST0257,Cliente 257,Autônomo,Norte,SALE0574,2025-04-05 10:37:23.101548,814.74,Produto A,2025-04
CUST0258,Cliente 258,Média Empresa,Nordeste,,,,,
CUST0259,Cliente 259,Média Empresa,Sudeste,SALE0583,2025-03-10 10:37:23.101587,220.79,Produto B,2025-03
CUST0259,Cliente 259,Média Empresa,Sudeste,SALE0757,2025-07-24 10:37:23.102236,107.28,Serviço Y,2025-07
CUST0259,Cliente 259,Média Empresa,Sudeste,SALE0760,2024-11-01 10:37:23.102245,2372.99,Serviço X,2024-11
CUST0260,Cliente 260,Pequena Empresa,Nordeste,SALE0263,2025-01-03 10:37:23.100526,2281.99,Produto A,2025-01
CUST0260,Cliente 260,Pequena Empresa,Nordeste,SALE0713,2024-12-23 10:37:23.102094,2205.55,Serviço X,2024-12
CUST0260,Cliente 260,Pequena Empresa,Nordeste,SALE0762,2025-04-05 10:37:23.102252,1870.55,Serviço X,2025-04
CUST0261,Cliente 261,Média Empresa,Nordeste,,,,,
CUST0262,Cliente 262,Autônomo,Sul,,,,,
CUST0263,Cliente 263,Pequena Empresa,Sul,,,,,
CUST0264,Cliente 264,Média Empresa,Sul,,,,,
CUST0265,Cliente 265,Grande Empresa,Sul,SALE0156,2025-06-25 10:37:23.100189,1959.77,Serviço Y,2025-06
CUST0266,Cliente 266,Grande Empresa,Norte,SALE0014,2024-11-21 10:37:23.099661,488.01,Serviço Y,2024-11
CUST0266,Cliente 266,Grande Empresa,Norte,SALE0784,2025-05-27 10:37:23.102321,4504.29,Serviço Y,2025-05
CUST0267,Cliente 267,Média Empresa,Centro-Oeste,,,,,
CUST0268,Cliente 268,Grande Empresa,Sudeste,SALE0032,2025-04-01 10:37:23.099719,3939.48,Produto B,2025-04
CUST0269,Cliente 269,Pequena Empresa,Nordeste,,,,,
CUST0270,Cliente 270,Pequena Empresa,Norte,,,,,
CUST0271,Cliente 271,Grande Empresa,Sudeste,SALE0043,2025-05-01 10:37:23.099754,932.34,Serviço X,2025-05
CUST0271,Cliente 271,Grande Empresa,Sudeste,SALE0688,2024-11-23 10:37:23.102016,4665.83,Produto A,2024-11
CUST0272,Cliente 272,Grande Empresa,Norte,SALE0293,2025-07-06 10:37:23.100632,1298.73,Serviço Y,2025-07
CUST0273,Cliente 273,Grande Empresa,Norte,SALE0107,2025-05-25 10:37:23.100000,3612.49,Serviço X,2025-05
CUST0274,Cliente 274,Autônomo,Nordeste,,,,,
CUST0275,Cliente 275,Média Empresa,Centro-Oeste,,,,,
CUST0276,Cliente 276,Média Empresa,Sul,,,,,
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,SALE0579,2025-04-13 10:37:23.101574,4892.71,Serviço X,2025-04
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,SALE0616,2025-06-13 10:37:23.101751,2100.83,Serviço Y,2025-06
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,SALE0687,2025-05-30 10:37:23.102013,4166.41,Serviço Y,2025-05
CUST0278,Cliente 278,Média Empresa,Nordeste,SALE0541,2024-12-05 10:37:23.101441,4416.73,Produto A,2024-12
CUST0279,Cliente 279,Grande Empresa,Nordeste,,,,,
CUST0280,Cliente 280,Grande Empresa,Nordeste,SALE0236,2024-11-18 10:37:23.100442,2478.71,Produto B,2024-11
CUST0280,Cliente 280,Grande Empresa,Nordeste,SALE0375,2024-12-09 10:37:23.100907,1388.71,Produto B,2024-12
CUST0281,Cliente 281,Grande Empresa,Sudeste,SALE0368,2025-04-01 10:37:23.100885,2418.99,Produto B,2025-04
CUST0282,Cliente 282,Pequena Empresa,Centro-Oeste,SALE0027,2025-02-22 10:37:23.099703,3578.22,Serviço Y,2025-02
CUST0283,Cliente 283,Pequena Empresa,Centro-Oeste,,,,,
CUST0284,Cliente 284,Pequena Empresa,Norte,,,,,
CUST0285,Cliente 285,Média Empresa,Norte,,,,,
CUST0286,Cliente 286,Pequena Empresa,Norte,,,,,
CUST0287,Cliente 287,Média Empresa,Nordeste,,,,,
CUST0288,Cliente 288,Média Empresa,Centro-Oeste,,,,,
CUST0289,Cliente 289,Pequena Empresa,Nordeste,,,,,
CUST0290,Cliente 290,Média Empresa,Sudeste,,,,,
CUST0291,Cliente 291,Pequena Empresa,Norte,,,,,
CUST0292,Cliente 292,Pequena Empresa,Nordeste,,,,,
CUST0293,Cliente 293,Grande Empresa,Nordeste,SALE0086,2025-06-13 10:37:23.099895,3181.85,Produto B,2025-06
CUST0293,Cliente 293,Grande Empresa,Nordeste,SALE0087,2025-07-07 10:37:23.099900,4321.25,Produto A,2025-07
CUST0293,Cliente 293,Grande Empresa,Nordeste,SALE0649,2025-02-18 10:37:23.101892,4765.69,Produto A,2025-02
CUST0294,Cliente 294,Pequena Empresa,Sudeste,,,,,
CUST0295,Cliente 295,Pequena Empresa,Sul,,,,,
CUST0296,Cliente 296,Média Empresa,Centro-Oeste,,,,,
CUST0297,Cliente 297,Grande Empresa,Sul,,,,,
CUST0298,Cliente 298,Pequena Empresa,Norte,SALE0034,2025-03-17 10:37:23.099725,1811.44,Produto A,2025-03
CUST0298,Cliente 298,Pequena Empresa,Norte,SALE0690,2025-06-21 10:37:23.102022,4222.6,Serviço Y,2025-06
CUST0299,Cliente 299,Média Empresa,Nordeste,SALE0730,2024-11-24 10:37:23.102150,3141.76,Produto B,2024-11
CUST0300,Cliente 300,Pequena Empresa,Sudeste,SALE0414,2025-07-25 10:37:23.101036,2034.18,Produto A,2025-07
CUST0300,Cliente 300,Pequena Empresa,Sudeste,SALE0529,2025-07-12 10:37:23.101403,1502.31,Serviço Y,2025-07
CUST0301,Cliente 301,Pequena Empresa,Sudeste,,,,,
CUST0302,Cliente 302,Média Empresa,Centro-Oeste,,,,,
CUST0303,Cliente 303,Média Empresa,Sul,SALE0544,2025-05-12 10:37:23.101451,1853.71,Produto B,2025-05
CUST0304,Cliente 304,Média Empresa,Centro-Oeste,SALE0130,2024-12-23 10:37:23.100099,4488.03,Produto B,2024-12
CUST0304,Cliente 304,Média Empresa,Centro-Oeste,SALE0388,2025-03-26 10:37:23.100952,3265.19,Serviço Y,2025-03
CUST0305,Cliente 305,Grande Empresa,Nordeste,,,,,
CUST0306,Cliente 306,Autônomo,Centro-Oeste,,,,,
CUST0307,Cliente 307,Média Empresa,Sudeste,SALE0584,2025-02-26 10:37:23.101590,1476.22,Produto A,2025-02
CUST0308,Cliente 308,Pequena Empresa,Sudeste,SALE0334,2025-06-24 10:37:23.100777,4611.1,Produto A,2025-06
CUST0308,Cliente 308,Pequena Empresa,Sudeste,SALE0421,2025-05-31 10:37:23.101059,4830.9,Serviço X,2025-05
CUST0309,Cliente 309,Grande Empresa,Norte,SALE0067,2024-11-05 10:37:23.099834,1180.62,Produto A,2024-11
CUST0309,Cliente 309,Grande Empresa,Norte,SALE0519,2025-03-10 10:37:23.101371,1561.5,Produto A,2025-03
CUST0309,Cliente 309,Grande Empresa,Norte,SALE0700,2025-03-20 10:37:23.102053,3060.66,Produto B,2025-03
CUST0310,Cliente 310,Pequena Empresa,Norte,,,,,
CUST0311,Cliente 311,Média Empresa,Nordeste,SALE0225,2025-04-17 10:37:23.100407,355.13,Serviço X,2025-04
CUST0311,Cliente 311,Média Empresa,Nordeste,SALE0527,2025-02-16 10:37:23.101396,208.71,Serviço X,2025-02
CUST0311,Cliente 311,Média Empresa,Nordeste,SALE0749,2025-06-21 10:37:23.102211,4683.93,Serviço X,2025-06
CUST0312,Cliente 312,Pequena Empresa,Sul,,,,,
CUST0313,Cliente 313,Pequena Empresa,Centro-Oeste,,,,,
CUST0314,Cliente 314,Autônomo,Nordeste,,,,,
CUST0315,Cliente 315,Grande Empresa,Norte,,,,,
CUST0316,Cliente 316,Média Empresa,Centro-Oeste,,,,,
CUST0317,Cliente 317,Média Empresa,Norte,SALE0035,2025-04-18 10:37:23.099728,1286.89,Serviço X,2025-04
CUST0317,Cliente 317,Média Empresa,Norte,SALE0654,2024-10-18 10:37:23.101908,4128.7,Produto A,2024-10
CUST0318,Cliente 318,Pequena Empresa,Centro-Oeste,SALE0081,2024-11-14 10:37:23.099879,4023.26,Produto B,2024-11
CUST0318,Cliente 318,Pequena Empresa,Centro-Oeste,SALE0469,2025-02-08 10:37:23.101213,2897.28,Produto A,2025-02
CUST0319,Cliente 319,Pequena Empresa,Sul,SALE0010,2024-11-27 10:37:23.099648,3359.02,Serviço Y,2024-11
CUST0319,Cliente 319,Pequena Empresa,Sul,SALE0702,2025-02-14 10:37:23.102060,2422.12,Serviço Y,2025-02
CUST0320,Cliente 320,Pequena Empresa,Nordeste,SALE0788,2025-04-24 10:37:23.102333,479.4,Serviço Y,2025-04
CUST0321,Cliente 321,Média Empresa,Centro-Oeste,,,,,
CUST0322,Cliente 322,Grande Empresa,Sudeste,SALE0079,2025-07-10 10:37:23.099873,297.68,Serviço X,2025-07
CUST0323,Cliente 323,Média Empresa,Sudeste,SALE0220,2024-11-30 10:37:23.100392,4752.84,Serviço X,2024-11
CUST0324,Cliente 324,Pequena Empresa,Centro-Oeste,SALE0656,2025-01-18 10:37:23.101914,1034.64,Serviço Y,2025-01
CUST0325,Cliente 325,Autônomo,Centro-Oeste,SALE0390,2025-04-03 10:37:23.100959,2153.73,Produto B,2025-04
CUST0325,Cliente 325,Autônomo,Centro-Oeste,SALE0621,2025-01-31 10:37:23.101776,4819.25,Serviço X,2025-01
CUST0326,Cliente 326,Grande Empresa,Centro-Oeste,,,,,
CUST0327,Cliente 327,Média Empresa,Sudeste,SALE0132,2025-06-24 10:37:23.100111,3862.15,Serviço X,2025-06
CUST0327,Cliente 327,Média Empresa,Sudeste,SALE0557,2025-02-23 10:37:23.101495,2073.27,Produto A,2025-02
CUST0328,Cliente 328,Média Empresa,Sudeste,SALE0785,2025-05-30 10:37:23.102324,4101.09,Serviço X,2025-05
CUST0329,Cliente 329,Média Empresa,Centro-Oeste,SALE0742,2024-11-04 10:37:23.102188,1431.47,Produto A,2024-11
CUST0330,Cliente 330,Pequena Empresa,Norte,SALE0145,2025-01-31 10:37:23.100154,1402.98,Serviço X,2025-01
CUST0330,Cliente 330,Pequena Empresa,Norte,SALE0794,2025-06-30 10:37:23.102352,1333.24,Produto A,2025-06
CUST0331,Cliente 331,Pequena Empresa,Norte,SALE0769,2025-07-11 10:37:23.102273,2584.56,Produto B,2025-07
CUST0332,Cliente 332,Grande Empresa,Sul,,,,,
CUST0333,Cliente 333,Pequena Empresa,Nordeste,,,,,
CUST0334,Cliente 334,Pequena Empresa,Norte,SALE0136,2024-12-25 10:37:23.100126,1104.63,Serviço Y,2024-12
CUST0335,Cliente 335,Pequena Empresa,Sudeste,,,,,
CUST0336,Cliente 336,Pequena Empresa,Norte,SALE0245,2025-07-04 10:37:23.100469,3660.66,Serviço X,2025-07
CUST0336,Cliente 336,Pequena Empresa,Norte,SALE0719,2025-02-20 10:37:23.102113,3768.18,Produto B,2025-02
CUST0337,Cliente 337,Grande Empresa,Sul,SALE0602,2025-06-06 10:37:23.101682,1430.88,Produto B,2025-06
CUST0338,Cliente 338,Grande Empresa,Sul,,,,,
CUST0339,Cliente 339,Média Empresa,Nordeste,SALE0243,2025-03-27 10:37:23.100463,903.33,Serviço Y,2025-03
CUST0340,Cliente 340,Pequena Empresa,Norte,,,,,
CUST0341,Cliente 341,Média Empresa,Sudeste,SALE0269,2024-10-23 10:37:23.100544,4666.09,Serviço X,2024-10
CUST0341,Cliente 341,Média Empresa,Sudeste,SALE0603,2025-03-24 10:37:23.101686,942.92,Produto A,2025-03
CUST0342,Cliente 342,Média Empresa,Sudeste,SALE0198,2025-03-16 10:37:23.100320,88.53,Serviço Y,2025-03
CUST0343,Cliente 343,Pequena Empresa,Centro-Oeste,SALE0212,2025-04-12 10:37:23.100364,1088.39,Serviço Y,2025-04
CUST0344,Cliente 344,Média Empresa,Sudeste,SALE0578,2025-04-18 10:37:23.101571,3344.27,Serviço X,2025-04
CUST0345,Cliente 345,Pequena Empresa,Nordeste,,,,,
CUST0346,Cliente 346,Média Empresa,Nordeste,SALE0005,2025-03-20 10:37:23.099628,3986.32,Serviço Y,2025-03
CUST0347,Cliente 347,Média Empresa,Sudeste,SALE0231,2025-06-10 10:37:23.100426,1252.69,Serviço X,2025-06
CUST0347,Cliente 347,Média Empresa,Sudeste,SALE0554,2024-11-15 10:37:23.101485,635.81,Serviço X,2024-11
CUST0348,Cliente 348,Pequena Empresa,Sudeste,SALE0323,2025-06-09 10:37:23.100742,1257.02,Produto B,2025-06
CUST0348,Cliente 348,Pequena Empresa,Sudeste,SALE0326,2024-12-16 10:37:23.100751,2364.34,Produto A,2024-12
CUST0348,Cliente 348,Pequena Empresa,Sudeste,SALE0474,2025-01-12 10:37:23.101229,3218.15,Produto B,2025-01
CUST0349,Cliente 349,Pequena Empresa,Centro-Oeste,,,,,
CUST0350,Cliente 350,Média Empresa,Sudeste,,,,,
CUST0351,Cliente 351,Média Empresa,Centro-Oeste,,,,,
CUST0352,Cliente 352,Grande Empresa,Centro-Oeste,,,,,
CUST0353,Cliente 353,Média Empresa,Sudeste,SALE0152,2025-05-28 10:37:23.100176,3497.37,Serviço X,2025-05
CUST0353,Cliente 353,Média Empresa,Sudeste,SALE0542,2025-06-06 10:37:23.101444,2895.6,Produto B,2025-06
CUST0354,Cliente 354,Pequena Empresa,Sul,,,,,
CUST0355,Cliente 355,Pequena Empresa,Sul,,,,,
CUST0356,Cliente 356,Média Empresa,Centro-Oeste,,,,,
CUST0357,Cliente 357,Pequena Empresa,Sudeste,SALE0129,2025-04-12 10:37:23.100092,1561.36,Produto A,2025-04
CUST0358,Cliente 358,Média Empresa,Sul,,,,,
CUST0359,Cliente 359,Autônomo,Sudeste,SALE0251,2025-05-21 10:37:23.100488,3040.37,Produto A,2025-05
CUST0360,Cliente 360,Média Empresa,Sudeste,,,,,
CUST0361,Cliente 361,Pequena Empresa,Sudeste,,,,,
CUST0362,Cliente 362,Média Empresa,Norte,,,,,
CUST0363,Cliente 363,Média Empresa,Sudeste,SALE0684,2025-04-09 10:37:23.102004,1553.48,Serviço X,2025-04
CUST0364,Cliente 364,Média Empresa,Norte,SALE0369,2025-04-25 10:37:23.100888,3510.58,Produto B,2025-04
CUST0365,Cliente 365,Autônomo,Centro-Oeste,SALE0041,2025-03-28 10:37:23.099747,4887.98,Serviço X,2025-03
CUST0366,Cliente 366,Pequena Empresa,Sul,SALE0006,2025-07-11 10:37:23.099631,4846.74,Serviço X,2025-07
CUST0366,Cliente 366,Pequena Empresa,Sul,SALE0239,2025-04-19 10:37:23.100451,1458.82,Serviço Y,2025-04
CUST0367,Cliente 367,Autônomo,Sul,,,,,
CUST0368,Cliente 368,Autônomo,Sul,SALE0283,2025-04-04 10:37:23.100601,4224.15,Produto A,2025-04
CUST0369,Cliente 369,Pequena Empresa,Sul,,,,,
CUST0370,Cliente 370,Pequena Empresa,Sul,,,,,
CUST0371,Cliente 371,Pequena Empresa,Sul,SALE0356,2025-05-21 10:37:23.100847,1006.13,Produto A,2025-05
CUST0371,Cliente 371,Pequena Empresa,Sul,SALE0379,2025-05-10 10:37:23.100919,3021.25,Serviço Y,2025-05
CUST0372,Cliente 372,Pequena Empresa,Sul,SALE0565,2025-05-03 10:37:23.101520,265.11,Serviço Y,2025-05
CUST0373,Cliente 373,Pequena Empresa,Centro-Oeste,SALE0113,2024-12-17 10:37:23.100026,688.73,Serviço Y,2024-12
CUST0373,Cliente 373,Pequena Empresa,Centro-Oeste,SALE0242,2025-07-24 10:37:23.100460,4895.7,Serviço X,2025-07
CUST0373,Cliente 373,Pequena Empresa,Centro-Oeste,SALE0280,2025-02-19 10:37:23.100591,3564.03,Produto A,2025-02
CUST0373,Cliente 373,Pequena Empresa,Centro-Oeste,SALE0597,2024-12-03 10:37:23.101657,2835.21,Serviço X,2024-12
CUST0374,Cliente 374,Média Empresa,Sudeste,SALE0774,2024-11-21 10:37:23.102289,4578.03,Serviço Y,2024-11
CUST0375,Cliente 375,Pequena Empresa,Nordeste,SALE0394,2025-06-05 10:37:23.100972,2408.62,Produto A,2025-06
CUST0376,Cliente 376,Pequena Empresa,Norte,,,,,
CUST0377,Cliente 377,Grande Empresa,Nordeste,,,,,
CUST0378,Cliente 378,Pequena Empresa,Nordeste,SALE0030,2024-10-20 10:37:23.099712,3030.74,Serviço Y,2024-10
CUST0378,Cliente 378,Pequena Empresa,Nordeste,SALE0562,2025-01-12 10:37:23.101511,469.41,Produto A,2025-01
CUST0379,Cliente 379,Grande Empresa,Sudeste,SALE0214,2024-12-23 10:37:23.100372,2350.39,Serviço Y,2024-12
CUST0380,Cliente 380,Pequena Empresa,Sudeste,,,,,
CUST0381,Cliente 381,Pequena Empresa,Sudeste,SALE0396,2024-11-26 10:37:23.100978,3622.16,Serviço Y,2024-11
CUST0381,Cliente 381,Pequena Empresa,Sudeste,SALE0614,2025-03-22 10:37:23.101741,4317.94,Produto B,2025-03
CUST0382,Cliente 382,Média Empresa,Sul,SALE0235,2024-12-18 10:37:23.100438,1308.18,Serviço X,2024-12
CUST0382,Cliente 382,Média Empresa,Sul,SALE0572,2025-03-08 10:37:23.101542,2442.39,Produto A,2025-03
CUST0382,Cliente 382,Média Empresa,Sul,SALE0685,2025-04-14 10:37:23.102007,1717.12,Serviço X,2025-04
CUST0383,Cliente 383,Média Empresa,Centro-Oeste,SALE0492,2025-06-17 10:37:23.101286,1321.01,Produto B,2025-06
CUST0383,Cliente 383,Média Empresa,Centro-Oeste,SALE0521,2024-12-26 10:37:23.101377,1558.83,Serviço Y,2024-12
CUST0384,Cliente 384,Grande Empresa,Sul,,,,,
CUST0385,Cliente 385,Grande Empresa,Centro-Oeste,SALE0411,2025-02-09 10:37:23.101027,4506.16,Serviço X,2025-02
CUST0386,Cliente 386,Grande Empresa,Centro-Oeste,,,,,
CUST0387,Cliente 387,Pequena Empresa,Nordeste,SALE0461,2024-11-07 10:37:23.101185,1778.34,Serviço Y,2024-11
CUST0387,Cliente 387,Pequena Empresa,Nordeste,SALE0776,2025-04-09 10:37:23.102295,3652.43,Serviço X,2025-04
CUST0388,Cliente 388,Pequena Empresa,Nordeste,SALE0071,2025-07-28 10:37:23.099847,2590.42,Produto B,2025-07
CUST0389,Cliente 389,Grande Empresa,Centro-Oeste,,,,,
CUST0390,Cliente 390,Grande Empresa,Centro-Oeste,SALE0054,2025-04-21 10:37:23.099793,3491.61,Serviço X,2025-04
CUST0390,Cliente 390,Grande Empresa,Centro-Oeste,SALE0526,2025-01-25 10:37:23.101393,3323.84,Produto B,2025-01
CUST0391,Cliente 391,Autônomo,Sul,SALE0403,2024-12-25 10:37:23.101001,1319.4,Produto B,2024-12
CUST0391,Cliente 391,Autônomo,Sul,SALE0581,2025-06-11 10:37:23.101581,3236.56,Serviço X,2025-06
CUST0392,Cliente 392,Média Empresa,Sul,,,,,
CUST0393,Cliente 393,Pequena Empresa,Nordeste,SALE0735,2025-05-15 10:37:23.102166,3040.34,Serviço X,2025-05
CUST0394,Cliente 394,Grande Empresa,Sudeste,,,,,
CUST0395,Cliente 395,Pequena Empresa,Centro-Oeste,,,,,
CUST0396,Cliente 396,Autônomo,Sul,SALE0678,2025-05-26 10:37:23.101985,4294.55,Produto A,2025-05
CUST0397,Cliente 397,Grande Empresa,Nordeste,,,,,
CUST0398,Cliente 398,Média Empresa,Sul,SALE0256,2024-11-04 10:37:23.100504,1091.41,Produto B,2024-11
CUST0398,Cliente 398,Média Empresa,Sul,SALE0292,2025-04-08 10:37:23.100629,830.63,Produto A,2025-04
CUST0398,Cliente 398,Média Empresa,Sul,SALE0328,2025-03-19 10:37:23.100757,2274.94,Serviço Y,2025-03
CUST0398,Cliente 398,Média Empresa,Sul,SALE0655,2025-02-26 10:37:23.101911,3401.65,Produto A,2025-02
CUST0399,Cliente 399,Grande Empresa,Centro-Oeste,SALE0083,2025-08-03 10:37:23.099886,1264.26,Produto B,2025-08
CUST0399,Cliente 399,Grande Empresa,Centro-Oeste,SALE0790,2025-06-20 10:37:23.102339,688.57,Serviço X,2025-06
CUST0400,Cliente 400,Grande Empresa,Centro-Oeste,SALE0315,2025-07-24 10:37:23.100716,4551.83,Serviço X,2025-07
CUST0401,Cliente 401,Pequena Empresa,Norte,SALE0024,2025-04-18 10:37:23.099693,2016.35,Produto A,2025-04
CUST0401,Cliente 401,Pequena Empresa,Norte,SALE0773,2025-07-23 10:37:23.102286,4114.94,Produto B,2025-07
CUST0402,Cliente 402,Autônomo,Sudeste,,,,,
CUST0403,Cliente 403,Média Empresa,Norte,,,,,
CUST0404,Cliente 404,Grande Empresa,Nordeste,SALE0533,2025-03-22 10:37:23.101416,2533.48,Serviço Y,2025-03
CUST0405,Cliente 405,Pequena Empresa,Sul,,,,,
CUST0406,Cliente 406,Grande Empresa,Nordeste,SALE0599,2024-11-12 10:37:23.101667,1125.26,Serviço X,2024-11
CUST0407,Cliente 407,Pequena Empresa,Centro-Oeste,SALE0750,2025-01-05 10:37:23.102214,4798.93,Produto A,2025-01
CUST0408,Cliente 408,Pequena Empresa,Norte,SALE0600,2025-04-26 10:37:23.101672,3584.95,Serviço X,2025-04
CUST0409,Cliente 409,Autônomo,Norte,SALE0455,2024-10-24 10:37:23.101166,3852.62,Serviço Y,2024-10
CUST0410,Cliente 410,Pequena Empresa,Norte,,,,,
CUST0411,Cliente 411,Pequena Empresa,Nordeste,,,,,
CUST0412,Cliente 412,Autônomo,Centro-Oeste,SALE0095,2024-11-11 10:37:23.099940,195.91,Serviço X,2024-11
CUST0412,Cliente 412,Autônomo,Centro-Oeste,SALE0759,2025-04-05 10:37:23.102242,3134.65,Serviço X,2025-04
CUST0413,Cliente 413,Autônomo,Sul,SALE0021,2024-12-19 10:37:23.099683,3839.74,Serviço X,2024-12
CUST0414,Cliente 414,Média Empresa,Sul,,,,,
CUST0415,Cliente 415,Média Empresa,Nordeste,SALE0209,2025-07-09 10:37:23.100355,4168.35,Produto A,2025-07
CUST0415,Cliente 415,Média Empresa,Nordeste,SALE0780,2025-02-12 10:37:23.102308,2291.2,Serviço X,2025-02
CUST0416,Cliente 416,Média Empresa,Norte,,,,,
CUST0417,Cliente 417,Pequena Empresa,Sudeste,SALE0281,2025-04-13 10:37:23.100595,102.93,Produto B,2025-04
CUST0418,Cliente 418,Pequena Empresa,Nordeste,SALE0289,2025-02-18 10:37:23.100619,3452.49,Serviço Y,2025-02
CUST0419,Cliente 419,Média Empresa,Nordeste,SALE0502,2024-12-02 10:37:23.101317,3253.2,Produto B,2024-12
CUST0420,Cliente 420,Grande Empresa,Centro-Oeste,SALE0101,2025-06-29 10:37:23.099969,4401.6,Produto A,2025-06
CUST0421,Cliente 421,Grande Empresa,Sul,SALE0319,2025-03-03 10:37:23.100729,2476.6,Produto A,2025-03
CUST0422,Cliente 422,Grande Empresa,Nordeste,,,,,
CUST0423,Cliente 423,Pequena Empresa,Nordeste,SALE0349,2025-07-17 10:37:23.100824,4571.39,Produto A,2025-07
CUST0424,Cliente 424,Média Empresa,Norte,SALE0106,2025-03-04 10:37:23.099995,2921.19,Serviço Y,2025-03
