contact_id,customer_id,contact_type,contact_date,contact_outcome,contact_month
CONT0326,CUST0481,Telefone,2025-04-10 10:37:23.087501,Sucesso,2025-04
CONT0327,CUST0146,Reunião,2025-07-24 10:37:23.087505,Sucesso,2025-07
CONT0328,CUST0831,Reunião,2025-07-24 10:37:23.087509,Falha,2025-07
CONT0329,CUST0628,Telefone,2024-11-14 10:37:23.087514,Sucesso,2024-11
CONT0330,CUST0113,Email,2025-03-20 10:37:23.087518,Sucesso,2025-03
CONT0331,CUST0763,Email,2024-10-17 10:37:23.087523,Sucesso,2024-10
CONT0332,CUST0476,Chat,2024-08-08 10:37:23.087527,Sucesso,2024-08
CONT0333,CUST0763,Telefone,2025-04-10 10:37:23.087532,Não Atendido,2025-04
CONT0334,CUST0303,Telefone,2024-12-12 10:37:23.087536,Falha,2024-12
CONT0335,CUST0971,Email,2025-07-04 10:37:23.087541,Sucesso,2025-07
CONT0336,CUST0825,Email,2025-02-19 10:37:23.087545,Sucesso,2025-02
CONT0337,CUST0118,Reunião,2025-07-28 10:37:23.087550,Falha,2025-07
CONT0338,CUST0813,Telefone,2025-04-07 10:37:23.087566,Sucesso,2025-04
CONT0339,CUST0161,Reunião,2025-03-15 10:37:23.087571,Não Atendido,2025-03
CONT0340,CUST0401,Telefone,2024-12-27 10:37:23.087575,Sucesso,2024-12
CONT0341,CUST0198,Telefone,2024-11-23 10:37:23.087580,Sucesso,2024-11
CONT0342,CUST0260,Email,2024-11-12 10:37:23.087584,Sucesso,2024-11
CONT0343,CUST0660,Reunião,2024-08-13 10:37:23.087589,Não Atendido,2024-08
CONT0344,CUST0752,Telefone,2025-08-03 10:37:23.087594,Sucesso,2025-08
CONT0345,CUST0047,Telefone,2024-08-18 10:37:23.087598,Sucesso,2024-08
CONT0346,CUST0987,Telefone,2025-04-23 10:37:23.087603,Sucesso,2025-04
CONT0347,CUST0399,Chat,2025-05-14 10:37:23.087607,Falha,2025-05
CONT0348,CUST0710,Email,2025-01-05 10:37:23.087612,Falha,2025-01
CONT0349,CUST0559,Reunião,2025-04-08 10:37:23.087619,Sucesso,2025-04
CONT0350,CUST0078,Email,2025-03-28 10:37:23.087623,Sucesso,2025-03
CONT0351,CUST0124,Telefone,2024-09-03 10:37:23.087628,Sucesso,2024-09
CONT0352,CUST0075,Email,2025-01-22 10:37:23.087632,Sucesso,2025-01
CONT0353,CUST0871,Email,2025-07-19 10:37:23.087637,Sucesso,2025-07
CONT0354,CUST0137,Telefone,2025-03-30 10:37:23.087641,Sucesso,2025-03
CONT0355,CUST0602,Email,2025-07-26 10:37:23.087646,Sucesso,2025-07
CONT0356,CUST0400,Telefone,2025-05-18 10:37:23.087650,Sucesso,2025-05
CONT0357,CUST0837,Chat,2024-09-11 10:37:23.087655,Sucesso,2024-09
CONT0358,CUST0505,Email,2024-08-18 10:37:23.087659,Falha,2024-08
CONT0359,CUST0500,Reunião,2024-11-18 10:37:23.087664,Sucesso,2024-11
CONT0360,CUST0573,Telefone,2025-04-04 10:37:23.087668,Sucesso,2025-04
CONT0361,CUST0138,Telefone,2024-10-04 10:37:23.087673,Sucesso,2024-10
CONT0362,CUST0050,Email,2024-11-13 10:37:23.087677,Sucesso,2024-11
CONT0363,CUST0771,Email,2025-03-20 10:37:23.087682,Sucesso,2025-03
CONT0364,CUST0973,Email,2024-09-12 10:37:23.087687,Falha,2024-09
CONT0365,CUST0619,Email,2025-08-05 10:37:23.087691,Sucesso,2025-08
CONT0366,CUST0625,Email,2025-07-30 10:37:23.087696,Sucesso,2025-07
CONT0367,CUST0862,Telefone,2024-11-30 10:37:23.087700,Sucesso,2024-11
CONT0368,CUST0254,Reunião,2025-03-21 10:37:23.087705,Falha,2025-03
CONT0369,CUST0630,Reunião,2025-04-05 10:37:23.087709,Sucesso,2025-04
CONT0370,CUST0710,Telefone,2024-10-02 10:37:23.087714,Sucesso,2024-10
CONT0371,CUST0849,Email,2024-12-22 10:37:23.087718,Sucesso,2024-12
CONT0372,CUST0877,Email,2025-07-28 10:37:23.087723,Sucesso,2025-07
CONT0373,CUST0563,Email,2025-01-07 10:37:23.087727,Não Atendido,2025-01
CONT0374,CUST0757,Email,2025-04-17 10:37:23.087732,Falha,2025-04
CONT0375,CUST0915,Telefone,2025-07-30 10:37:23.087736,Sucesso,2025-07
CONT0376,CUST0426,Telefone,2024-10-19 10:37:23.087741,Sucesso,2024-10
CONT0377,CUST0547,Email,2024-08-10 10:37:23.087745,Não Atendido,2024-08
CONT0378,CUST0302,Email,2024-11-27 10:37:23.087750,Sucesso,2024-11
CONT0379,CUST0922,Reunião,2025-07-24 10:37:23.087754,Sucesso,2025-07
CONT0380,CUST0581,Reunião,2024-12-10 10:37:23.087759,Não Atendido,2024-12
CONT0381,CUST0349,Email,2024-12-08 10:37:23.087763,Falha,2024-12
CONT0382,CUST0832,Chat,2024-08-30 10:37:23.087768,Sucesso,2024-08
CONT0383,CUST0933,Chat,2025-03-11 10:37:23.087773,Sucesso,2025-03
CONT0384,CUST0980,Email,2024-12-14 10:37:23.087777,Sucesso,2024-12
CONT0385,CUST0049,Email,2024-10-05 10:37:23.087781,Falha,2024-10
CONT0386,CUST0917,Telefone,2025-02-21 10:37:23.087786,Sucesso,2025-02
CONT0387,CUST0074,Chat,2025-07-18 10:37:23.087790,Sucesso,2025-07
CONT0388,CUST0704,Reunião,2025-01-03 10:37:23.087795,Sucesso,2025-01
CONT0389,CUST0261,Email,2024-08-29 10:37:23.087799,Sucesso,2024-08
CONT0390,CUST0356,Email,2025-03-25 10:37:23.087804,Sucesso,2025-03
CONT0391,CUST0582,Telefone,2025-03-31 10:37:23.087808,Sucesso,2025-03
CONT0392,CUST0602,Telefone,2024-10-17 10:37:23.087813,Sucesso,2024-10
CONT0393,CUST0260,Email,2024-12-04 10:37:23.087818,Sucesso,2024-12
CONT0394,CUST0638,Reunião,2025-01-30 10:37:23.087822,Não Atendido,2025-01
CONT0395,CUST0743,Telefone,2025-06-24 10:37:23.087827,Sucesso,2025-06
CONT0396,CUST0295,Reunião,2025-05-13 10:37:23.087831,Falha,2025-05
CONT0397,CUST0931,Reunião,2025-06-24 10:37:23.087836,Não Atendido,2025-06
CONT0398,CUST0641,Reunião,2024-09-11 10:37:23.087840,Sucesso,2024-09
CONT0399,CUST0792,Telefone,2025-03-15 10:37:23.087845,Sucesso,2025-03
CONT0400,CUST0313,Telefone,2025-06-17 10:37:23.087849,Não Atendido,2025-06
CONT0401,CUST0612,Email,2024-12-08 10:37:23.087854,Sucesso,2024-12
CONT0402,CUST0838,Telefone,2024-10-17 10:37:23.087859,Sucesso,2024-10
CONT0403,CUST0809,Email,2025-06-17 10:37:23.087864,Sucesso,2025-06
CONT0404,CUST0182,Telefone,2024-11-14 10:37:23.087868,Sucesso,2024-11
CONT0405,CUST0686,Email,2025-04-09 10:37:23.087873,Falha,2025-04
CONT0406,CUST0828,Email,2025-01-19 10:37:23.087877,Falha,2025-01
CONT0407,CUST0364,Email,2024-12-02 10:37:23.087882,Falha,2024-12
CONT0408,CUST0188,Email,2025-05-29 10:37:23.087886,Sucesso,2025-05
CONT0409,CUST0569,Reunião,2024-08-31 10:37:23.087890,Sucesso,2024-08
CONT0410,CUST0543,Reunião,2025-06-11 10:37:23.087895,Sucesso,2025-06
CONT0411,CUST0596,Telefone,2025-06-29 10:37:23.087900,Sucesso,2025-06
CONT0412,CUST0664,Email,2024-10-22 10:37:23.087904,Sucesso,2024-10
CONT0413,CUST0985,Email,2025-07-20 10:37:23.087909,Sucesso,2025-07
CONT0414,CUST0548,Email,2024-12-30 10:37:23.087913,Sucesso,2024-12
CONT0415,CUST0725,Email,2024-09-28 10:37:23.087918,Sucesso,2024-09
CONT0416,CUST0926,Reunião,2024-12-06 10:37:23.087922,Sucesso,2024-12
CONT0417,CUST0408,Email,2024-08-20 10:37:23.087927,Sucesso,2024-08
CONT0418,CUST0876,Email,2024-10-07 10:37:23.087931,Sucesso,2024-10
CONT0419,CUST0618,Email,2024-10-13 10:37:23.087936,Sucesso,2024-10
CONT0420,CUST0414,Email,2024-10-28 10:37:23.087941,Sucesso,2024-10
CONT0421,CUST0342,Telefone,2025-05-25 10:37:23.087945,Falha,2025-05
CONT0422,CUST0220,Telefone,2025-04-19 10:37:23.087950,Falha,2025-04
CONT0423,CUST0903,Email,2025-02-08 10:37:23.087954,Não Atendido,2025-02
CONT0424,CUST0163,Email,2025-07-06 10:37:23.087959,Sucesso,2025-07
CONT0425,CUST0951,Email,2024-12-16 10:37:23.087963,Sucesso,2024-12
CONT0426,CUST0220,Email,2024-10-29 10:37:23.087968,Sucesso,2024-10
CONT0427,CUST0270,Email,2025-07-13 10:37:23.087972,Falha,2025-07
CONT0428,CUST0632,Chat,2024-09-10 10:37:23.087977,Sucesso,2024-09
CONT0429,CUST0906,Telefone,2024-11-01 10:37:23.087981,Falha,2024-11
CONT0430,CUST0848,Telefone,2024-12-24 10:37:23.087986,Sucesso,2024-12
CONT0431,CUST0400,Telefone,2025-06-11 10:37:23.087990,Não Atendido,2025-06
CONT0432,CUST0182,Telefone,2025-02-08 10:37:23.087995,Não Atendido,2025-02
CONT0433,CUST0991,Telefone,2024-12-18 10:37:23.088002,Sucesso,2024-12
CONT0434,CUST0618,Telefone,2024-08-29 10:37:23.088006,Sucesso,2024-08
CONT0435,CUST0729,Reunião,2024-10-24 10:37:23.088011,Sucesso,2024-10
CONT0436,CUST0205,Email,2025-06-04 10:37:23.088016,Sucesso,2025-06
CONT0437,CUST0582,Telefone,2024-12-18 10:37:23.088020,Sucesso,2024-12
CONT0438,CUST0556,Telefone,2024-10-22 10:37:23.088025,Sucesso,2024-10
CONT0439,CUST0841,Reunião,2025-01-06 10:37:23.088029,Sucesso,2025-01
CONT0440,CUST0813,Telefone,2024-11-22 10:37:23.088034,Sucesso,2024-11
CONT0441,CUST0228,Telefone,2025-07-20 10:37:23.088038,Sucesso,2025-07
CONT0442,CUST0696,Email,2025-02-13 10:37:23.088043,Sucesso,2025-02
CONT0443,CUST0619,Telefone,2024-12-21 10:37:23.088047,Sucesso,2024-12
CONT0444,CUST0596,Email,2024-12-24 10:37:23.088052,Sucesso,2024-12
CONT0445,CUST0850,Email,2025-05-15 10:37:23.088056,Falha,2025-05
CONT0446,CUST0250,Email,2024-10-20 10:37:23.088061,Sucesso,2024-10
CONT0447,CUST0875,Telefone,2024-12-04 10:37:23.088065,Falha,2024-12
CONT0448,CUST0441,Email,2025-04-19 10:37:23.088070,Sucesso,2025-04
CONT0449,CUST0533,Email,2024-11-26 10:37:23.088074,Sucesso,2024-11
CONT0450,CUST0196,Reunião,2025-05-11 10:37:23.088079,Sucesso,2025-05
CONT0451,CUST0690,Email,2025-05-27 10:37:23.088083,Sucesso,2025-05
CONT0452,CUST0929,Telefone,2025-07-08 10:37:23.088088,Sucesso,2025-07
CONT0453,CUST0987,Telefone,2025-02-16 10:37:23.088092,Sucesso,2025-02
CONT0454,CUST0519,Email,2024-10-02 10:37:23.088097,Sucesso,2024-10
CONT0455,CUST0070,Reunião,2024-08-29 10:37:23.088102,Sucesso,2024-08
CONT0456,CUST0639,Email,2025-02-11 10:37:23.088106,Sucesso,2025-02
CONT0457,CUST0399,Telefone,2025-03-21 10:37:23.088111,Falha,2025-03
CONT0458,CUST0978,Telefone,2025-01-25 10:37:23.088115,Sucesso,2025-01
CONT0459,CUST0672,Telefone,2025-02-02 10:37:23.088120,Sucesso,2025-02
CONT0460,CUST0760,Telefone,2025-01-01 10:37:23.088124,Falha,2025-01
CONT0461,CUST0203,Email,2025-02-24 10:37:23.088129,Sucesso,2025-02
CONT0462,CUST0148,Email,2025-02-27 10:37:23.088133,Falha,2025-02
CONT0463,CUST0472,Reunião,2025-07-25 10:37:23.088138,Sucesso,2025-07
CONT0464,CUST0655,Telefone,2024-10-15 10:37:23.088142,Sucesso,2024-10
CONT0465,CUST0944,Reunião,2025-05-10 10:37:23.088147,Não Atendido,2025-05
CONT0466,CUST0199,Reunião,2024-09-17 10:37:23.088151,Sucesso,2024-09
CONT0467,CUST0917,Reunião,2025-06-26 10:37:23.088156,Falha,2025-06
CONT0468,CUST0426,Telefone,2025-01-09 10:37:23.088161,Sucesso,2025-01
CONT0469,CUST0666,Email,2024-12-21 10:37:23.088165,Sucesso,2024-12
CONT0470,CUST0492,Reunião,2024-08-22 10:37:23.088170,Falha,2024-08
CONT0471,CUST0888,Telefone,2024-11-05 10:37:23.088174,Sucesso,2024-11
CONT0472,CUST0896,Email,2024-11-01 10:37:23.088179,Falha,2024-11
CONT0473,CUST0142,Reunião,2024-11-29 10:37:23.088183,Sucesso,2024-11
CONT0474,CUST0313,Reunião,2024-10-01 10:37:23.088188,Sucesso,2024-10
CONT0475,CUST0165,Telefone,2025-01-11 10:37:23.088193,Sucesso,2025-01
CONT0476,CUST0314,Email,2024-09-20 10:37:23.088198,Falha,2024-09
CONT0477,CUST0021,Email,2025-03-20 10:37:23.088203,Sucesso,2025-03
CONT0478,CUST0082,Reunião,2024-10-31 10:37:23.088207,Sucesso,2024-10
CONT0479,CUST0581,Chat,2025-07-04 10:37:23.088212,Falha,2025-07
CONT0480,CUST0131,Email,2024-10-02 10:37:23.088216,Falha,2024-10
CONT0481,CUST0599,Email,2025-07-20 10:37:23.088221,Sucesso,2025-07
CONT0482,CUST0730,Reunião,2025-06-11 10:37:23.088225,Sucesso,2025-06
CONT0483,CUST0933,Email,2025-04-17 10:37:23.088230,Sucesso,2025-04
CONT0484,CUST0984,Telefone,2025-08-02 10:37:23.088235,Sucesso,2025-08
CONT0485,CUST0305,Chat,2025-02-06 10:37:23.088240,Sucesso,2025-02
CONT0486,CUST0915,Email,2025-07-25 10:37:23.088244,Sucesso,2025-07
CONT0487,CUST0371,Telefone,2024-09-02 10:37:23.088249,Sucesso,2024-09
CONT0488,CUST0857,Email,2024-10-26 10:37:23.088253,Falha,2024-10
CONT0489,CUST0853,Email,2024-11-21 10:37:23.088258,Falha,2024-11
CONT0490,CUST0384,Reunião,2025-05-09 10:37:23.088263,Sucesso,2025-05
CONT0491,CUST0908,Telefone,2025-04-25 10:37:23.088267,Sucesso,2025-04
CONT0492,CUST0445,Chat,2025-02-02 10:37:23.088272,Sucesso,2025-02
CONT0493,CUST0425,Telefone,2024-11-30 10:37:23.088277,Sucesso,2024-11
CONT0494,CUST0161,Email,2024-11-25 10:37:23.088281,Falha,2024-11
CONT0495,CUST0178,Email,2025-05-23 10:37:23.088286,Sucesso,2025-05
CONT0496,CUST0629,Email,2025-04-21 10:37:23.088290,Sucesso,2025-04
CONT0497,CUST0708,Email,2025-03-04 10:37:23.088295,Sucesso,2025-03
CONT0498,CUST0895,Email,2025-05-17 10:37:23.088299,Sucesso,2025-05
CONT0499,CUST0490,Email,2025-05-22 10:37:23.088303,Sucesso,2025-05
CONT0500,CUST0327,Telefone,2024-11-22 10:37:23.088308,Sucesso,2024-11
CONT0501,CUST0598,Reunião,2025-04-02 10:37:23.088312,Sucesso,2025-04
CONT0502,CUST0289,Telefone,2024-10-29 10:37:23.088317,Sucesso,2024-10
CONT0503,CUST0593,Reunião,2025-05-11 10:37:23.088321,Falha,2025-05
CONT0504,CUST0664,Email,2025-01-15 10:37:23.088326,Falha,2025-01
CONT0505,CUST0573,Email,2025-07-22 10:37:23.088330,Sucesso,2025-07
CONT0506,CUST0573,Telefone,2025-03-09 10:37:23.088335,Sucesso,2025-03
CONT0507,CUST0354,Telefone,2024-11-26 10:37:23.088339,Sucesso,2024-11
CONT0508,CUST0028,Email,2025-01-31 10:37:23.088344,Sucesso,2025-01
CONT0509,CUST0954,Reunião,2024-09-12 10:37:23.088348,Sucesso,2024-09
CONT0510,CUST0043,Reunião,2025-07-06 10:37:23.088353,Sucesso,2025-07
CONT0511,CUST0681,Telefone,2024-11-09 10:37:23.088358,Sucesso,2024-11
CONT0512,CUST0423,Email,2025-08-02 10:37:23.088363,Sucesso,2025-08
CONT0513,CUST0598,Reunião,2024-09-11 10:37:23.088367,Sucesso,2024-09
CONT0514,CUST0177,Telefone,2024-10-03 10:37:23.088372,Sucesso,2024-10
CONT0515,CUST0529,Reunião,2024-09-08 10:37:23.088376,Falha,2024-09
CONT0516,CUST0610,Reunião,2025-02-19 10:37:23.088381,Sucesso,2025-02
CONT0517,CUST0966,Reunião,2025-02-07 10:37:23.088386,Sucesso,2025-02
CONT0518,CUST0494,Telefone,2025-02-10 10:37:23.088393,Sucesso,2025-02
CONT0519,CUST0198,Email,2025-03-17 10:37:23.088398,Falha,2025-03
CONT0520,CUST0610,Telefone,2024-08-10 10:37:23.088402,Falha,2024-08
CONT0521,CUST0577,Telefone,2024-12-02 10:37:23.088407,Falha,2024-12
CONT0522,CUST0842,Reunião,2025-04-02 10:37:23.088412,Sucesso,2025-04
CONT0523,CUST0853,Email,2024-11-17 10:37:23.088416,Sucesso,2024-11
CONT0524,CUST0517,Email,2025-06-28 10:37:23.088421,Falha,2025-06
CONT0525,CUST0514,Reunião,2024-08-17 10:37:23.088426,Sucesso,2024-08
CONT0526,CUST0022,Reunião,2024-11-25 10:37:23.088431,Sucesso,2024-11
CONT0527,CUST0112,Chat,2025-03-17 10:37:23.088435,Falha,2025-03
CONT0528,CUST0057,Reunião,2024-12-10 10:37:23.088440,Sucesso,2024-12
CONT0529,CUST0066,Telefone,2024-12-22 10:37:23.088445,Sucesso,2024-12
CONT0530,CUST0842,Telefone,2024-08-31 10:37:23.088450,Sucesso,2024-08
CONT0531,CUST0098,Reunião,2025-01-21 10:37:23.088454,Sucesso,2025-01
CONT0532,CUST0144,Telefone,2025-06-03 10:37:23.088459,Sucesso,2025-06
CONT0533,CUST0880,Telefone,2025-07-27 10:37:23.088464,Sucesso,2025-07
CONT0534,CUST0435,Email,2025-04-21 10:37:23.088469,Falha,2025-04
CONT0535,CUST0637,Telefone,2025-07-12 10:37:23.088473,Sucesso,2025-07
CONT0536,CUST0679,Reunião,2025-03-09 10:37:23.088478,Falha,2025-03
CONT0537,CUST0086,Email,2024-12-29 10:37:23.088483,Sucesso,2024-12
CONT0538,CUST0588,Email,2024-08-31 10:37:23.088487,Sucesso,2024-08
CONT0539,CUST0344,Email,2024-12-13 10:37:23.088492,Falha,2024-12
CONT0540,CUST0936,Email,2024-12-13 10:37:23.088496,Falha,2024-12
CONT0541,CUST0294,Email,2024-12-31 10:37:23.088501,Sucesso,2024-12
CONT0542,CUST0956,Telefone,2025-03-09 10:37:23.088505,Falha,2025-03
CONT0543,CUST0571,Chat,2025-04-06 10:37:23.088510,Falha,2025-04
CONT0544,CUST0650,Telefone,2025-03-16 10:37:23.088514,Falha,2025-03
CONT0545,CUST0611,Email,2025-01-30 10:37:23.088519,Sucesso,2025-01
CONT0546,CUST0704,Email,2024-11-25 10:37:23.088523,Falha,2024-11
CONT0547,CUST0243,Telefone,2025-05-31 10:37:23.088528,Não Atendido,2025-05
CONT0548,CUST0831,Email,2025-04-25 10:37:23.088532,Falha,2025-04
CONT0549,CUST0561,Reunião,2024-09-05 10:37:23.088537,Sucesso,2024-09
CONT0550,CUST0960,Telefone,2025-03-01 10:37:23.088542,Sucesso,2025-03
CONT0551,CUST0032,Reunião,2024-10-02 10:37:23.088546,Sucesso,2024-10
CONT0552,CUST0391,Email,2024-08-10 10:37:23.088551,Sucesso,2024-08
CONT0553,CUST0277,Telefone,2024-10-11 10:37:23.088565,Não Atendido,2024-10
CONT0554,CUST0532,Email,2025-05-09 10:37:23.088571,Sucesso,2025-05
CONT0555,CUST0154,Chat,2024-08-15 10:37:23.088575,Sucesso,2024-08
CONT0556,CUST0383,Telefone,2024-11-24 10:37:23.088580,Não Atendido,2024-11
CONT0557,CUST0068,Email,2024-08-19 10:37:23.088584,Sucesso,2024-08
CONT0558,CUST0878,Email,2024-12-30 10:37:23.088589,Sucesso,2024-12
CONT0559,CUST0884,Email,2025-07-29 10:37:23.088593,Sucesso,2025-07
CONT0560,CUST0214,Telefone,2025-07-26 10:37:23.088598,Sucesso,2025-07
CONT0561,CUST0655,Email,2024-09-16 10:37:23.088603,Sucesso,2024-09
CONT0562,CUST0376,Telefone,2024-12-06 10:37:23.088607,Não Atendido,2024-12
CONT0563,CUST0744,Email,2025-02-06 10:37:23.088612,Sucesso,2025-02
CONT0564,CUST0213,Telefone,2024-10-27 10:37:23.088616,Sucesso,2024-10
CONT0565,CUST0079,Reunião,2024-09-29 10:37:23.088621,Sucesso,2024-09
CONT0566,CUST0726,Reunião,2025-04-30 10:37:23.088625,Sucesso,2025-04
CONT0567,CUST0628,Reunião,2025-01-22 10:37:23.088630,Sucesso,2025-01
CONT0568,CUST0604,Email,2024-12-24 10:37:23.088634,Sucesso,2024-12
CONT0569,CUST0782,Email,2024-09-08 10:37:23.088639,Sucesso,2024-09
CONT0570,CUST0923,Telefone,2025-04-26 10:37:23.088644,Falha,2025-04
CONT0571,CUST0381,Email,2025-04-23 10:37:23.088648,Sucesso,2025-04
CONT0572,CUST0680,Telefone,2025-06-10 10:37:23.088653,Sucesso,2025-06
CONT0573,CUST0058,Email,2025-05-21 10:37:23.088657,Falha,2025-05
CONT0574,CUST0796,Email,2025-05-24 10:37:23.088662,Sucesso,2025-05
CONT0575,CUST0026,Email,2025-06-26 10:37:23.088666,Sucesso,2025-06
CONT0576,CUST0881,Reunião,2024-09-17 10:37:23.088671,Sucesso,2024-09
CONT0577,CUST0447,Email,2025-02-07 10:37:23.088676,Sucesso,2025-02
CONT0578,CUST0066,Telefone,2025-07-05 10:37:23.088680,Sucesso,2025-07
CONT0579,CUST0921,Email,2025-05-28 10:37:23.088685,Sucesso,2025-05
CONT0580,CUST0760,Telefone,2025-06-12 10:37:23.088689,Sucesso,2025-06
CONT0581,CUST0254,Email,2025-04-24 10:37:23.088694,Sucesso,2025-04
CONT0582,CUST0899,Reunião,2025-01-19 10:37:23.088698,Sucesso,2025-01
CONT0583,CUST0968,Reunião,2025-04-28 10:37:23.088703,Sucesso,2025-04
CONT0584,CUST0044,Email,2024-11-24 10:37:23.088707,Falha,2024-11
CONT0585,CUST0097,Chat,2024-10-04 10:37:23.088712,Não Atendido,2024-10
CONT0586,CUST0554,Chat,2025-05-25 10:37:23.088716,Falha,2025-05
CONT0587,CUST0227,Reunião,2025-02-17 10:37:23.088721,Sucesso,2025-02
CONT0588,CUST0774,Reunião,2025-03-17 10:37:23.088725,Sucesso,2025-03
CONT0589,CUST0679,Email,2025-02-22 10:37:23.088730,Sucesso,2025-02
CONT0590,CUST0436,Telefone,2024-11-19 10:37:23.088734,Sucesso,2024-11
CONT0591,CUST0791,Email,2024-12-29 10:37:23.088739,Sucesso,2024-12
CONT0592,CUST0601,Email,2025-05-16 10:37:23.088744,Sucesso,2025-05
CONT0593,CUST0379,Chat,2025-02-06 10:37:23.088748,Sucesso,2025-02
CONT0594,CUST0178,Email,2024-10-04 10:37:23.088754,Sucesso,2024-10
CONT0595,CUST0427,Reunião,2025-07-28 10:37:23.088759,Não Atendido,2025-07
CONT0596,CUST0915,Reunião,2025-08-03 10:37:23.088764,Sucesso,2025-08
CONT0597,CUST0709,Reunião,2024-08-21 10:37:23.088768,Sucesso,2024-08
CONT0598,CUST0307,Chat,2024-09-05 10:37:23.088773,Sucesso,2024-09
CONT0599,CUST0779,Email,2024-10-19 10:37:23.088778,Sucesso,2024-10
CONT0600,CUST0504,Email,2024-10-30 10:37:23.088782,Sucesso,2024-10
CONT0601,CUST0268,Telefone,2025-01-04 10:37:23.088787,Sucesso,2025-01
CONT0602,CUST0586,Email,2025-05-01 10:37:23.088791,Sucesso,2025-05
CONT0603,CUST0008,Email,2025-04-28 10:37:23.088799,Falha,2025-04
CONT0604,CUST0920,Email,2025-07-29 10:37:23.088803,Falha,2025-07
CONT0605,CUST0508,Reunião,2025-06-07 10:37:23.088808,Não Atendido,2025-06
CONT0606,CUST0476,Telefone,2024-10-02 10:37:23.088812,Falha,2024-10
CONT0607,CUST0297,Email,2025-03-14 10:37:23.088817,Sucesso,2025-03
CONT0608,CUST0164,Telefone,2025-06-05 10:37:23.088821,Sucesso,2025-06
CONT0609,CUST0485,Email,2025-04-08 10:37:23.088826,Sucesso,2025-04
CONT0610,CUST0597,Email,2024-12-24 10:37:23.088831,Sucesso,2024-12
CONT0611,CUST0072,Reunião,2025-04-24 10:37:23.088835,Sucesso,2025-04
CONT0612,CUST0567,Telefone,2024-11-20 10:37:23.088840,Falha,2024-11
CONT0613,CUST0905,Reunião,2024-08-23 10:37:23.088845,Sucesso,2024-08
CONT0614,CUST0559,Email,2024-11-25 10:37:23.088850,Sucesso,2024-11
CONT0615,CUST0911,Reunião,2025-01-12 10:37:23.088855,Sucesso,2025-01
CONT0616,CUST0944,Telefone,2025-07-10 10:37:23.088860,Não Atendido,2025-07
CONT0617,CUST0238,Telefone,2025-02-18 10:37:23.088865,Sucesso,2025-02
CONT0618,CUST0104,Telefone,2024-09-05 10:37:23.088869,Falha,2024-09
CONT0619,CUST0210,Reunião,2025-05-23 10:37:23.088874,Falha,2025-05
CONT0620,CUST0554,Telefone,2025-04-13 10:37:23.088878,Não Atendido,2025-04
CONT0621,CUST0828,Telefone,2025-05-30 10:37:23.088883,Falha,2025-05
CONT0622,CUST0468,Chat,2024-08-18 10:37:23.088887,Falha,2024-08
CONT0623,CUST0454,Reunião,2024-12-16 10:37:23.088892,Sucesso,2024-12
CONT0624,CUST0268,Telefone,2025-08-06 10:37:23.088897,Sucesso,2025-08
CONT0625,CUST0386,Reunião,2025-02-21 10:37:23.088902,Sucesso,2025-02
CONT0626,CUST0775,Email,2024-08-20 10:37:23.088906,Sucesso,2024-08
CONT0627,CUST0848,Email,2025-01-01 10:37:23.088911,Não Atendido,2025-01
CONT0628,CUST0387,Telefone,2024-11-07 10:37:23.088915,Sucesso,2024-11
CONT0629,CUST0877,Chat,2024-11-29 10:37:23.088920,Falha,2024-11
CONT0630,CUST0259,Chat,2024-08-25 10:37:23.088925,Sucesso,2024-08
CONT0631,CUST0283,Email,2024-08-28 10:37:23.088930,Sucesso,2024-08
CONT0632,CUST0626,Telefone,2025-02-14 10:37:23.088935,Não Atendido,2025-02
CONT0633,CUST0875,Email,2025-02-18 10:37:23.088940,Sucesso,2025-02
CONT0634,CUST0040,Chat,2024-12-04 10:37:23.088945,Sucesso,2024-12
CONT0635,CUST0486,Chat,2025-05-09 10:37:23.088949,Sucesso,2025-05
CONT0636,CUST0929,Telefone,2025-06-19 10:37:23.088954,Sucesso,2025-06
CONT0637,CUST0220,Reunião,2024-10-17 10:37:23.088958,Sucesso,2024-10
CONT0638,CUST0129,Reunião,2025-03-10 10:37:23.088963,Sucesso,2025-03
CONT0639,CUST0520,Telefone,2025-03-28 10:37:23.088969,Sucesso,2025-03
CONT0640,CUST0613,Email,2025-06-09 10:37:23.088973,Falha,2025-06
CONT0641,CUST0928,Telefone,2024-09-17 10:37:23.088978,Falha,2024-09
CONT0642,CUST0892,Telefone,2025-01-20 10:37:23.088982,Sucesso,2025-01
CONT0643,CUST0688,Telefone,2025-01-04 10:37:23.088987,Sucesso,2025-01
CONT0644,CUST0619,Email,2025-06-19 10:37:23.088991,Falha,2025-06
CONT0645,CUST0613,Chat,2024-12-18 10:37:23.088996,Sucesso,2024-12
CONT0646,CUST0260,Email,2024-12-03 10:37:23.089000,Sucesso,2024-12
CONT0647,CUST0990,Telefone,2024-12-11 10:37:23.089005,Sucesso,2024-12
CONT0648,CUST0966,Telefone,2025-02-20 10:37:23.089009,Falha,2025-02
CONT0649,CUST0366,Telefone,2025-06-20 10:37:23.089014,Sucesso,2025-06
CONT0650,CUST0758,Telefone,2025-06-17 10:37:23.089018,Sucesso,2025-06
CONT0651,CUST0787,Email,2024-10-12 10:37:23.089023,Sucesso,2024-10
