customer_id,customer_name,segment,region,contact_id,contact_type,contact_date,contact_outcome,contact_month
CUST0253,Cliente 253,Grande Empresa,Nordeste,,,,,
CUST0254,Cliente 254,Pequena Empresa,Centro-Oeste,CONT0368,Reunião,2025-03-21 10:37:23.087705,Falha,2025-03
CUST0254,Cliente 254,Pequena Empresa,Centro-Oeste,CONT0581,Email,2025-04-24 10:37:23.088694,Sucesso,2025-04
CUST0255,Cliente 255,Pequena Empresa,Norte,CONT0880,Email,2025-05-11 10:37:23.090084,Sucesso,2025-05
CUST0256,Cliente 256,Média Empresa,Centro-Oeste,CONT0155,Reunião,2024-08-31 10:37:23.086698,Não Atendido,2024-08
CUST0257,Cliente 257,Autônomo,Norte,CONT1471,Email,2025-06-10 10:37:23.093177,Não Atendido,2025-06
CUST0258,Cliente 258,Média Empresa,Nordeste,CONT1120,Email,2025-04-26 10:37:23.091205,Sucesso,2025-04
CUST0259,Cliente 259,Média Empresa,Sudeste,CONT0630,Chat,2024-08-25 10:37:23.088925,Sucesso,2024-08
CUST0260,Cliente 260,Pequena Empresa,Nordeste,CONT0342,Email,2024-11-12 10:37:23.087584,Sucesso,2024-11
CUST0260,Cliente 260,Pequena Empresa,Nordeste,CONT0393,Email,2024-12-04 10:37:23.087818,Sucesso,2024-12
CUST0260,Cliente 260,Pequena Empresa,Nordeste,CONT0646,Email,2024-12-03 10:37:23.089000,Sucesso,2024-12
CUST0260,Cliente 260,Pequena Empresa,Nordeste,CONT0667,Chat,2024-09-29 10:37:23.089095,Sucesso,2024-09
CUST0260,Cliente 260,Pequena Empresa,Nordeste,CONT1483,Telefone,2024-09-18 10:37:23.093246,Sucesso,2024-09
CUST0260,Cliente 260,Pequena Empresa,Nordeste,CONT1574,Telefone,2025-03-14 10:37:23.093544,Falha,2025-03
CUST0260,Cliente 260,Pequena Empresa,Nordeste,CONT1979,Telefone,2024-10-28 10:37:23.095008,Sucesso,2024-10
CUST0261,Cliente 261,Média Empresa,Nordeste,CONT0052,Email,2025-06-13 10:37:23.086185,Sucesso,2025-06
CUST0261,Cliente 261,Média Empresa,Nordeste,CONT0205,Telefone,2024-08-17 10:37:23.086953,Sucesso,2024-08
CUST0261,Cliente 261,Média Empresa,Nordeste,CONT0389,Email,2024-08-29 10:37:23.087799,Sucesso,2024-08
CUST0262,Cliente 262,Autônomo,Sul,CONT0961,Telefone,2024-11-07 10:37:23.090455,Sucesso,2024-11
CUST0262,Cliente 262,Autônomo,Sul,CONT0968,Telefone,2025-05-22 10:37:23.090486,Não Atendido,2025-05
CUST0262,Cliente 262,Autônomo,Sul,CONT1239,Reunião,2025-04-04 10:37:23.091813,Falha,2025-04
CUST0263,Cliente 263,Pequena Empresa,Sul,CONT1718,Chat,2024-08-31 10:37:23.094026,Sucesso,2024-08
CUST0264,Cliente 264,Média Empresa,Sul,CONT1448,Telefone,2024-10-25 10:37:23.093041,Falha,2024-10
CUST0265,Cliente 265,Grande Empresa,Sul,CONT0691,Email,2024-12-01 10:37:23.089208,Falha,2024-12
CUST0265,Cliente 265,Grande Empresa,Sul,CONT0854,Email,2024-10-01 10:37:23.089964,Falha,2024-10
CUST0265,Cliente 265,Grande Empresa,Sul,CONT1478,Telefone,2025-02-26 10:37:23.093218,Não Atendido,2025-02
CUST0266,Cliente 266,Grande Empresa,Norte,CONT1099,Telefone,2025-06-04 10:37:23.091108,Sucesso,2025-06
CUST0267,Cliente 267,Média Empresa,Centro-Oeste,CONT1338,Telefone,2025-02-19 10:37:23.092390,Sucesso,2025-02
CUST0267,Cliente 267,Média Empresa,Centro-Oeste,CONT1877,Email,2024-08-25 10:37:23.094651,Não Atendido,2024-08
CUST0268,Cliente 268,Grande Empresa,Sudeste,CONT0601,Telefone,2025-01-04 10:37:23.088787,Sucesso,2025-01
CUST0268,Cliente 268,Grande Empresa,Sudeste,CONT0624,Telefone,2025-08-06 10:37:23.088897,Sucesso,2025-08
CUST0268,Cliente 268,Grande Empresa,Sudeste,CONT0888,Telefone,2025-03-27 10:37:23.090121,Não Atendido,2025-03
CUST0268,Cliente 268,Grande Empresa,Sudeste,CONT1046,Email,2024-12-07 10:37:23.090856,Sucesso,2024-12
CUST0268,Cliente 268,Grande Empresa,Sudeste,CONT1123,Telefone,2025-05-15 10:37:23.091219,Falha,2025-05
CUST0269,Cliente 269,Pequena Empresa,Nordeste,CONT0665,Reunião,2025-05-23 10:37:23.089086,Sucesso,2025-05
CUST0270,Cliente 270,Pequena Empresa,Norte,CONT0427,Email,2025-07-13 10:37:23.087972,Falha,2025-07
CUST0270,Cliente 270,Pequena Empresa,Norte,CONT0818,Reunião,2025-07-21 10:37:23.089800,Sucesso,2025-07
CUST0271,Cliente 271,Grande Empresa,Sudeste,,,,,
CUST0272,Cliente 272,Grande Empresa,Norte,CONT0747,Email,2025-02-06 10:37:23.089463,Não Atendido,2025-02
CUST0272,Cliente 272,Grande Empresa,Norte,CONT1956,Chat,2024-12-09 10:37:23.094907,Sucesso,2024-12
CUST0273,Cliente 273,Grande Empresa,Norte,CONT0108,Reunião,2025-01-11 10:37:23.086475,Falha,2025-01
CUST0273,Cliente 273,Grande Empresa,Norte,CONT0278,Email,2025-04-29 10:37:23.087284,Falha,2025-04
CUST0273,Cliente 273,Grande Empresa,Norte,CONT0736,Email,2025-05-04 10:37:23.089414,Sucesso,2025-05
CUST0273,Cliente 273,Grande Empresa,Norte,CONT1313,Telefone,2025-07-03 10:37:23.092250,Sucesso,2025-07
CUST0273,Cliente 273,Grande Empresa,Norte,CONT1986,Email,2025-02-20 10:37:23.095032,Sucesso,2025-02
CUST0274,Cliente 274,Autônomo,Nordeste,CONT1720,Email,2025-07-18 10:37:23.094033,Não Atendido,2025-07
CUST0274,Cliente 274,Autônomo,Nordeste,CONT1970,Email,2024-09-04 10:37:23.094979,Sucesso,2024-09
CUST0275,Cliente 275,Média Empresa,Centro-Oeste,CONT0829,Email,2024-11-15 10:37:23.089850,Falha,2024-11
CUST0276,Cliente 276,Média Empresa,Sul,CONT0899,Email,2025-01-23 10:37:23.090171,Sucesso,2025-01
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,CONT0036,Email,2025-03-31 10:37:23.086103,Sucesso,2025-03
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,CONT0553,Telefone,2024-10-11 10:37:23.088565,Não Atendido,2024-10
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,CONT0715,Email,2025-03-15 10:37:23.089317,Sucesso,2025-03
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,CONT1143,Chat,2025-01-30 10:37:23.091309,Sucesso,2025-01
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,CONT1433,Reunião,2025-05-30 10:37:23.092954,Falha,2025-05
CUST0277,Cliente 277,Grande Empresa,Centro-Oeste,CONT1920,Email,2025-03-24 10:37:23.094791,Sucesso,2025-03
CUST0278,Cliente 278,Média Empresa,Nordeste,CONT0178,Telefone,2025-05-20 10:37:23.086803,Sucesso,2025-05
CUST0278,Cliente 278,Média Empresa,Nordeste,CONT1269,Reunião,2025-07-03 10:37:23.091987,Sucesso,2025-07
CUST0278,Cliente 278,Média Empresa,Nordeste,CONT1862,Reunião,2025-01-20 10:37:23.094603,Não Atendido,2025-01
CUST0279,Cliente 279,Grande Empresa,Nordeste,CONT0732,Reunião,2025-06-25 10:37:23.089395,Sucesso,2025-06
CUST0279,Cliente 279,Grande Empresa,Nordeste,CONT1138,Telefone,2025-05-14 10:37:23.091286,Sucesso,2025-05
CUST0280,Cliente 280,Grande Empresa,Nordeste,CONT1303,Email,2025-03-28 10:37:23.092191,Sucesso,2025-03
CUST0281,Cliente 281,Grande Empresa,Sudeste,CONT0194,Telefone,2024-11-05 10:37:23.086874,Sucesso,2024-11
CUST0281,Cliente 281,Grande Empresa,Sudeste,CONT0815,Email,2025-01-08 10:37:23.089786,Não Atendido,2025-01
CUST0281,Cliente 281,Grande Empresa,Sudeste,CONT1547,Email,2025-02-11 10:37:23.093457,Não Atendido,2025-02
CUST0282,Cliente 282,Pequena Empresa,Centro-Oeste,,,,,
CUST0283,Cliente 283,Pequena Empresa,Centro-Oeste,CONT0170,Chat,2024-12-27 10:37:23.086764,Sucesso,2024-12
CUST0283,Cliente 283,Pequena Empresa,Centro-Oeste,CONT0631,Email,2024-08-28 10:37:23.088930,Sucesso,2024-08
CUST0283,Cliente 283,Pequena Empresa,Centro-Oeste,CONT0970,Reunião,2025-06-02 10:37:23.090495,Sucesso,2025-06
CUST0284,Cliente 284,Pequena Empresa,Norte,CONT0831,Email,2025-01-31 10:37:23.089859,Sucesso,2025-01
CUST0284,Cliente 284,Pequena Empresa,Norte,CONT1327,Reunião,2025-01-03 10:37:23.092330,Sucesso,2025-01
CUST0285,Cliente 285,Média Empresa,Norte,,,,,
CUST0286,Cliente 286,Pequena Empresa,Norte,CONT0853,Email,2025-05-27 10:37:23.089959,Sucesso,2025-05
CUST0286,Cliente 286,Pequena Empresa,Norte,CONT1441,Email,2025-07-08 10:37:23.093000,Sucesso,2025-07
CUST0287,Cliente 287,Média Empresa,Nordeste,CONT1419,Telefone,2024-11-25 10:37:23.092872,Sucesso,2024-11
CUST0288,Cliente 288,Média Empresa,Centro-Oeste,CONT0101,Email,2025-05-25 10:37:23.086444,Sucesso,2025-05
CUST0288,Cliente 288,Média Empresa,Centro-Oeste,CONT0102,Email,2025-04-14 10:37:23.086449,Sucesso,2025-04
CUST0288,Cliente 288,Média Empresa,Centro-Oeste,CONT0125,Reunião,2025-05-10 10:37:23.086551,Sucesso,2025-05
CUST0289,Cliente 289,Pequena Empresa,Nordeste,CONT0502,Telefone,2024-10-29 10:37:23.088317,Sucesso,2024-10
CUST0289,Cliente 289,Pequena Empresa,Nordeste,CONT0744,Telefone,2025-05-19 10:37:23.089450,Falha,2025-05
CUST0290,Cliente 290,Média Empresa,Sudeste,CONT1179,Email,2025-07-17 10:37:23.091483,Sucesso,2025-07
CUST0290,Cliente 290,Média Empresa,Sudeste,CONT1496,Email,2025-07-27 10:37:23.093288,Falha,2025-07
CUST0290,Cliente 290,Média Empresa,Sudeste,CONT1521,Email,2025-01-12 10:37:23.093369,Sucesso,2025-01
CUST0290,Cliente 290,Média Empresa,Sudeste,CONT1584,Email,2025-07-12 10:37:23.093584,Sucesso,2025-07
CUST0291,Cliente 291,Pequena Empresa,Norte,CONT0983,Telefone,2025-07-25 10:37:23.090565,Sucesso,2025-07
CUST0292,Cliente 292,Pequena Empresa,Nordeste,CONT1457,Telefone,2025-02-25 10:37:23.093095,Sucesso,2025-02
CUST0293,Cliente 293,Grande Empresa,Nordeste,CONT1673,Telefone,2024-09-20 10:37:23.093877,Falha,2024-09
CUST0294,Cliente 294,Pequena Empresa,Sudeste,CONT0541,Email,2024-12-31 10:37:23.088501,Sucesso,2024-12
CUST0294,Cliente 294,Pequena Empresa,Sudeste,CONT1141,Email,2025-02-11 10:37:23.091300,Sucesso,2025-02
CUST0294,Cliente 294,Pequena Empresa,Sudeste,CONT1602,Email,2025-06-17 10:37:23.093642,Sucesso,2025-06
CUST0294,Cliente 294,Pequena Empresa,Sudeste,CONT1924,Chat,2025-06-18 10:37:23.094804,Sucesso,2025-06
CUST0295,Cliente 295,Pequena Empresa,Sul,CONT0396,Reunião,2025-05-13 10:37:23.087831,Falha,2025-05
CUST0295,Cliente 295,Pequena Empresa,Sul,CONT1522,Email,2024-09-13 10:37:23.093373,Sucesso,2024-09
CUST0296,Cliente 296,Média Empresa,Centro-Oeste,CONT1119,Telefone,2025-03-01 10:37:23.091201,Sucesso,2025-03
CUST0297,Cliente 297,Grande Empresa,Sul,CONT0607,Email,2025-03-14 10:37:23.088817,Sucesso,2025-03
CUST0298,Cliente 298,Pequena Empresa,Norte,,,,,
CUST0299,Cliente 299,Média Empresa,Nordeste,,,,,
CUST0300,Cliente 300,Pequena Empresa,Sudeste,CONT1295,Email,2025-07-31 10:37:23.092145,Sucesso,2025-07
CUST0301,Cliente 301,Pequena Empresa,Sudeste,CONT0915,Email,2024-08-15 10:37:23.090244,Sucesso,2024-08
CUST0301,Cliente 301,Pequena Empresa,Sudeste,CONT1050,Reunião,2025-02-18 10:37:23.090874,Falha,2025-02
CUST0301,Cliente 301,Pequena Empresa,Sudeste,CONT1875,Reunião,2025-04-20 10:37:23.094645,Falha,2025-04
CUST0302,Cliente 302,Média Empresa,Centro-Oeste,CONT0147,Reunião,2024-09-17 10:37:23.086662,Sucesso,2024-09
CUST0302,Cliente 302,Média Empresa,Centro-Oeste,CONT0220,Telefone,2024-11-14 10:37:23.087020,Sucesso,2024-11
CUST0302,Cliente 302,Média Empresa,Centro-Oeste,CONT0378,Email,2024-11-27 10:37:23.087750,Sucesso,2024-11
CUST0302,Cliente 302,Média Empresa,Centro-Oeste,CONT0779,Email,2024-11-05 10:37:23.089623,Sucesso,2024-11
CUST0302,Cliente 302,Média Empresa,Centro-Oeste,CONT0993,Reunião,2024-09-05 10:37:23.090611,Falha,2024-09
CUST0302,Cliente 302,Média Empresa,Centro-Oeste,CONT1931,Reunião,2025-05-21 10:37:23.094827,Sucesso,2025-05
CUST0303,Cliente 303,Média Empresa,Sul,CONT0334,Telefone,2024-12-12 10:37:23.087536,Falha,2024-12
CUST0303,Cliente 303,Média Empresa,Sul,CONT1444,Telefone,2025-07-09 10:37:23.093017,Sucesso,2025-07
CUST0303,Cliente 303,Média Empresa,Sul,CONT1683,Telefone,2024-12-06 10:37:23.093910,Sucesso,2024-12
CUST0304,Cliente 304,Média Empresa,Centro-Oeste,CONT0898,Email,2025-07-21 10:37:23.090167,Não Atendido,2025-07
CUST0304,Cliente 304,Média Empresa,Centro-Oeste,CONT1361,Email,2025-02-12 10:37:23.092520,Sucesso,2025-02
CUST0304,Cliente 304,Média Empresa,Centro-Oeste,CONT1678,Email,2024-08-16 10:37:23.093894,Sucesso,2024-08
CUST0305,Cliente 305,Grande Empresa,Nordeste,CONT0485,Chat,2025-02-06 10:37:23.088240,Sucesso,2025-02
CUST0305,Cliente 305,Grande Empresa,Nordeste,CONT1274,Reunião,2024-12-07 10:37:23.092016,Falha,2024-12
CUST0306,Cliente 306,Autônomo,Centro-Oeste,,,,,
CUST0307,Cliente 307,Média Empresa,Sudeste,CONT0598,Chat,2024-09-05 10:37:23.088773,Sucesso,2024-09
CUST0307,Cliente 307,Média Empresa,Sudeste,CONT0726,Email,2024-10-05 10:37:23.089368,Sucesso,2024-10
CUST0307,Cliente 307,Média Empresa,Sudeste,CONT1820,Telefone,2024-09-11 10:37:23.094458,Sucesso,2024-09
CUST0308,Cliente 308,Pequena Empresa,Sudeste,,,,,
CUST0309,Cliente 309,Grande Empresa,Norte,,,,,
CUST0310,Cliente 310,Pequena Empresa,Norte,,,,,
CUST0311,Cliente 311,Média Empresa,Nordeste,CONT1127,Telefone,2025-04-03 10:37:23.091236,Sucesso,2025-04
CUST0311,Cliente 311,Média Empresa,Nordeste,CONT1973,Telefone,2025-03-04 10:37:23.094989,Não Atendido,2025-03
CUST0312,Cliente 312,Pequena Empresa,Sul,,,,,
CUST0313,Cliente 313,Pequena Empresa,Centro-Oeste,CONT0400,Telefone,2025-06-17 10:37:23.087849,Não Atendido,2025-06
CUST0313,Cliente 313,Pequena Empresa,Centro-Oeste,CONT0474,Reunião,2024-10-01 10:37:23.088188,Sucesso,2024-10
CUST0313,Cliente 313,Pequena Empresa,Centro-Oeste,CONT0776,Email,2025-01-18 10:37:23.089609,Sucesso,2025-01
CUST0313,Cliente 313,Pequena Empresa,Centro-Oeste,CONT1546,Telefone,2024-12-30 10:37:23.093454,Sucesso,2024-12
CUST0313,Cliente 313,Pequena Empresa,Centro-Oeste,CONT1737,Email,2024-10-20 10:37:23.094109,Falha,2024-10
CUST0314,Cliente 314,Autônomo,Nordeste,CONT0234,Telefone,2025-05-09 10:37:23.087083,Sucesso,2025-05
CUST0314,Cliente 314,Autônomo,Nordeste,CONT0312,Email,2025-07-15 10:37:23.087438,Sucesso,2025-07
CUST0314,Cliente 314,Autônomo,Nordeste,CONT0476,Email,2024-09-20 10:37:23.088198,Falha,2024-09
CUST0314,Cliente 314,Autônomo,Nordeste,CONT0729,Telefone,2024-09-07 10:37:23.089381,Sucesso,2024-09
CUST0315,Cliente 315,Grande Empresa,Norte,,,,,
CUST0316,Cliente 316,Média Empresa,Centro-Oeste,,,,,
CUST0317,Cliente 317,Média Empresa,Norte,,,,,
CUST0318,Cliente 318,Pequena Empresa,Centro-Oeste,CONT1007,Email,2025-06-01 10:37:23.090675,Sucesso,2025-06
CUST0319,Cliente 319,Pequena Empresa,Sul,CONT0304,Email,2024-08-15 10:37:23.087402,Sucesso,2024-08
CUST0320,Cliente 320,Pequena Empresa,Nordeste,CONT0057,Telefone,2024-09-24 10:37:23.086211,Não Atendido,2024-09
CUST0320,Cliente 320,Pequena Empresa,Nordeste,CONT0855,Telefone,2024-11-26 10:37:23.089968,Sucesso,2024-11
CUST0320,Cliente 320,Pequena Empresa,Nordeste,CONT1431,Telefone,2025-05-01 10:37:23.092943,Falha,2025-05
CUST0321,Cliente 321,Média Empresa,Centro-Oeste,CONT1536,Email,2025-05-02 10:37:23.093418,Falha,2025-05
CUST0322,Cliente 322,Grande Empresa,Sudeste,CONT1513,Telefone,2024-09-28 10:37:23.093343,Sucesso,2024-09
CUST0323,Cliente 323,Média Empresa,Sudeste,CONT1412,Telefone,2025-04-15 10:37:23.092832,Sucesso,2025-04
CUST0324,Cliente 324,Pequena Empresa,Centro-Oeste,CONT0907,Email,2025-06-23 10:37:23.090208,Não Atendido,2025-06
CUST0324,Cliente 324,Pequena Empresa,Centro-Oeste,CONT1070,Email,2024-12-19 10:37:23.090977,Sucesso,2024-12
CUST0325,Cliente 325,Autônomo,Centro-Oeste,CONT0897,Reunião,2025-04-07 10:37:23.090163,Sucesso,2025-04
CUST0325,Cliente 325,Autônomo,Centro-Oeste,CONT1207,Reunião,2025-07-24 10:37:23.091646,Sucesso,2025-07
CUST0325,Cliente 325,Autônomo,Centro-Oeste,CONT1610,Email,2024-12-03 10:37:23.093668,Sucesso,2024-12
CUST0326,Cliente 326,Grande Empresa,Centro-Oeste,CONT1723,Email,2025-06-30 10:37:23.094043,Sucesso,2025-06
CUST0327,Cliente 327,Média Empresa,Sudeste,CONT0500,Telefone,2024-11-22 10:37:23.088308,Sucesso,2024-11
CUST0327,Cliente 327,Média Empresa,Sudeste,CONT0834,Telefone,2025-01-08 10:37:23.089873,Não Atendido,2025-01
CUST0327,Cliente 327,Média Empresa,Sudeste,CONT1452,Reunião,2025-07-13 10:37:23.093063,Falha,2025-07
CUST0328,Cliente 328,Média Empresa,Sudeste,,,,,
CUST0329,Cliente 329,Média Empresa,Centro-Oeste,CONT0070,Email,2025-06-01 10:37:23.086278,Sucesso,2025-06
CUST0329,Cliente 329,Média Empresa,Centro-Oeste,CONT1399,Email,2025-04-09 10:37:23.092756,Sucesso,2025-04
CUST0329,Cliente 329,Média Empresa,Centro-Oeste,CONT1702,Telefone,2025-02-23 10:37:23.093972,Sucesso,2025-02
CUST0330,Cliente 330,Pequena Empresa,Norte,,,,,
CUST0331,Cliente 331,Pequena Empresa,Norte,CONT1823,Reunião,2024-08-31 10:37:23.094468,Falha,2024-08
CUST0331,Cliente 331,Pequena Empresa,Norte,CONT1858,Reunião,2024-12-13 10:37:23.094590,Falha,2024-12
CUST0331,Cliente 331,Pequena Empresa,Norte,CONT1947,Email,2024-11-20 10:37:23.094878,Sucesso,2024-11
CUST0332,Cliente 332,Grande Empresa,Sul,CONT0919,Email,2025-05-25 10:37:23.090262,Falha,2025-05
CUST0332,Cliente 332,Grande Empresa,Sul,CONT1041,Telefone,2024-12-11 10:37:23.090833,Sucesso,2024-12
CUST0332,Cliente 332,Grande Empresa,Sul,CONT1084,Telefone,2024-12-24 10:37:23.091040,Falha,2024-12
CUST0332,Cliente 332,Grande Empresa,Sul,CONT1966,Reunião,2025-07-26 10:37:23.094966,Sucesso,2025-07
CUST0333,Cliente 333,Pequena Empresa,Nordeste,CONT1033,Telefone,2024-08-23 10:37:23.090796,Sucesso,2024-08
CUST0333,Cliente 333,Pequena Empresa,Nordeste,CONT1948,Reunião,2024-09-07 10:37:23.094881,Sucesso,2024-09
CUST0334,Cliente 334,Pequena Empresa,Norte,CONT0865,Telefone,2024-12-30 10:37:23.090017,Sucesso,2024-12
CUST0335,Cliente 335,Pequena Empresa,Sudeste,,,,,
CUST0336,Cliente 336,Pequena Empresa,Norte,CONT0287,Chat,2024-08-16 10:37:23.087326,Sucesso,2024-08
CUST0337,Cliente 337,Grande Empresa,Sul,CONT0064,Telefone,2025-04-10 10:37:23.086247,Sucesso,2025-04
CUST0337,Cliente 337,Grande Empresa,Sul,CONT1404,Email,2024-11-20 10:37:23.092785,Falha,2024-11
CUST0337,Cliente 337,Grande Empresa,Sul,CONT1550,Email,2025-07-16 10:37:23.093466,Falha,2025-07
CUST0338,Cliente 338,Grande Empresa,Sul,CONT0728,Email,2025-03-19 10:37:23.089377,Falha,2025-03
CUST0339,Cliente 339,Média Empresa,Nordeste,CONT1876,Email,2025-01-28 10:37:23.094648,Sucesso,2025-01
CUST0340,Cliente 340,Pequena Empresa,Norte,,,,,
CUST0341,Cliente 341,Média Empresa,Sudeste,CONT1003,Email,2025-02-04 10:37:23.090656,Sucesso,2025-02
CUST0341,Cliente 341,Média Empresa,Sudeste,CONT1291,Telefone,2024-09-26 10:37:23.092122,Sucesso,2024-09
CUST0342,Cliente 342,Média Empresa,Sudeste,CONT0421,Telefone,2025-05-25 10:37:23.087945,Falha,2025-05
CUST0343,Cliente 343,Pequena Empresa,Centro-Oeste,CONT0916,Chat,2025-08-04 10:37:23.090248,Sucesso,2025-08
CUST0343,Cliente 343,Pequena Empresa,Centro-Oeste,CONT1060,Email,2025-02-25 10:37:23.090932,Falha,2025-02
CUST0343,Cliente 343,Pequena Empresa,Centro-Oeste,CONT1281,Reunião,2025-01-01 10:37:23.092057,Sucesso,2025-01
CUST0343,Cliente 343,Pequena Empresa,Centro-Oeste,CONT1604,Telefone,2025-07-04 10:37:23.093649,Não Atendido,2025-07
CUST0344,Cliente 344,Média Empresa,Sudeste,CONT0539,Email,2024-12-13 10:37:23.088492,Falha,2024-12
CUST0344,Cliente 344,Média Empresa,Sudeste,CONT1014,Email,2025-05-29 10:37:23.090707,Sucesso,2025-05
CUST0344,Cliente 344,Média Empresa,Sudeste,CONT1224,Chat,2024-08-11 10:37:23.091729,Sucesso,2024-08
CUST0345,Cliente 345,Pequena Empresa,Nordeste,CONT0159,Chat,2025-05-25 10:37:23.086716,Falha,2025-05
CUST0346,Cliente 346,Média Empresa,Nordeste,,,,,
CUST0347,Cliente 347,Média Empresa,Sudeste,CONT0954,Email,2024-10-15 10:37:23.090422,Sucesso,2024-10
CUST0348,Cliente 348,Pequena Empresa,Sudeste,CONT0942,Chat,2025-07-14 10:37:23.090366,Sucesso,2025-07
CUST0349,Cliente 349,Pequena Empresa,Centro-Oeste,CONT0381,Email,2024-12-08 10:37:23.087763,Falha,2024-12
CUST0349,Cliente 349,Pequena Empresa,Centro-Oeste,CONT1424,Chat,2025-01-23 10:37:23.092902,Sucesso,2025-01
CUST0350,Cliente 350,Média Empresa,Sudeste,CONT0054,Telefone,2024-12-31 10:37:23.086196,Sucesso,2024-12
CUST0350,Cliente 350,Média Empresa,Sudeste,CONT0322,Reunião,2024-11-13 10:37:23.087483,Sucesso,2024-11
CUST0350,Cliente 350,Média Empresa,Sudeste,CONT1118,Telefone,2024-10-20 10:37:23.091196,Falha,2024-10
CUST0351,Cliente 351,Média Empresa,Centro-Oeste,CONT0099,Email,2025-01-10 10:37:23.086436,Falha,2025-01
CUST0352,Cliente 352,Grande Empresa,Centro-Oeste,CONT0055,Telefone,2025-02-03 10:37:23.086201,Não Atendido,2025-02
CUST0352,Cliente 352,Grande Empresa,Centro-Oeste,CONT1999,Email,2025-01-20 10:37:23.095074,Sucesso,2025-01
CUST0353,Cliente 353,Média Empresa,Sudeste,CONT0182,Reunião,2025-07-19 10:37:23.086821,Falha,2025-07
CUST0353,Cliente 353,Média Empresa,Sudeste,CONT0679,Email,2025-02-23 10:37:23.089150,Sucesso,2025-02
CUST0354,Cliente 354,Pequena Empresa,Sul,CONT0507,Telefone,2024-11-26 10:37:23.088339,Sucesso,2024-11
CUST0354,Cliente 354,Pequena Empresa,Sul,CONT0799,Chat,2025-05-18 10:37:23.089713,Sucesso,2025-05
CUST0354,Cliente 354,Pequena Empresa,Sul,CONT1285,Email,2024-09-16 10:37:23.092086,Falha,2024-09
CUST0354,Cliente 354,Pequena Empresa,Sul,CONT1587,Email,2024-11-02 10:37:23.093594,Sucesso,2024-11
CUST0354,Cliente 354,Pequena Empresa,Sul,CONT1985,Email,2024-10-21 10:37:23.095028,Sucesso,2024-10
CUST0355,Cliente 355,Pequena Empresa,Sul,CONT1488,Email,2025-06-15 10:37:23.093262,Sucesso,2025-06
CUST0355,Cliente 355,Pequena Empresa,Sul,CONT1682,Telefone,2025-02-20 10:37:23.093907,Sucesso,2025-02
CUST0356,Cliente 356,Média Empresa,Centro-Oeste,CONT0390,Email,2025-03-25 10:37:23.087804,Sucesso,2025-03
CUST0356,Cliente 356,Média Empresa,Centro-Oeste,CONT1731,Email,2025-08-06 10:37:23.094079,Não Atendido,2025-08
CUST0357,Cliente 357,Pequena Empresa,Sudeste,CONT1131,Reunião,2025-01-31 10:37:23.091255,Sucesso,2025-01
CUST0357,Cliente 357,Pequena Empresa,Sudeste,CONT1968,Email,2024-09-19 10:37:23.094972,Sucesso,2024-09
CUST0358,Cliente 358,Média Empresa,Sul,CONT1486,Email,2024-09-28 10:37:23.093256,Sucesso,2024-09
CUST0358,Cliente 358,Média Empresa,Sul,CONT1501,Email,2025-04-29 10:37:23.093305,Sucesso,2025-04
CUST0358,Cliente 358,Média Empresa,Sul,CONT1511,Telefone,2024-11-16 10:37:23.093337,Sucesso,2024-11
CUST0359,Cliente 359,Autônomo,Sudeste,CONT1297,Chat,2025-07-12 10:37:23.092157,Não Atendido,2025-07
CUST0360,Cliente 360,Média Empresa,Sudeste,CONT0068,Email,2025-07-03 10:37:23.086268,Não Atendido,2025-07
CUST0360,Cliente 360,Média Empresa,Sudeste,CONT0148,Reunião,2024-09-04 10:37:23.086666,Não Atendido,2024-09
CUST0360,Cliente 360,Média Empresa,Sudeste,CONT1168,Telefone,2025-05-09 10:37:23.091421,Sucesso,2025-05
CUST0360,Cliente 360,Média Empresa,Sudeste,CONT1881,Email,2025-04-13 10:37:23.094666,Falha,2025-04
CUST0361,Cliente 361,Pequena Empresa,Sudeste,CONT0956,Email,2024-10-09 10:37:23.090431,Falha,2024-10
CUST0361,Cliente 361,Pequena Empresa,Sudeste,CONT1907,Telefone,2025-03-30 10:37:23.094750,Sucesso,2025-03
CUST0362,Cliente 362,Média Empresa,Norte,CONT0199,Telefone,2024-09-22 10:37:23.086896,Sucesso,2024-09
CUST0362,Cliente 362,Média Empresa,Norte,CONT0974,Reunião,2025-07-16 10:37:23.090514,Não Atendido,2025-07
CUST0362,Cliente 362,Média Empresa,Norte,CONT1869,Telefone,2025-04-23 10:37:23.094625,Sucesso,2025-04
CUST0362,Cliente 362,Média Empresa,Norte,CONT1996,Telefone,2024-09-28 10:37:23.095064,Sucesso,2024-09
CUST0363,Cliente 363,Média Empresa,Sudeste,CONT1009,Reunião,2025-07-07 10:37:23.090684,Não Atendido,2025-07
CUST0363,Cliente 363,Média Empresa,Sudeste,CONT1233,Telefone,2024-09-11 10:37:23.091778,Falha,2024-09
CUST0364,Cliente 364,Média Empresa,Norte,CONT0407,Email,2024-12-02 10:37:23.087882,Falha,2024-12
