contact_id,customer_id,contact_type,contact_date,contact_outcome
CONT0370,CUST0710,Telefone,2024-10-02 10:37:23.087714,Sucesso
CONT0371,CUST0849,Email,2024-12-22 10:37:23.087718,Sucesso
CONT0372,CUST0877,Email,2025-07-28 10:37:23.087723,Sucesso
CONT0373,CUST0563,Email,2025-01-07 10:37:23.087727,Não Atendido
CONT0374,CUST0757,Email,2025-04-17 10:37:23.087732,Falha
CONT0375,CUST0915,Telefone,2025-07-30 10:37:23.087736,Sucesso
CONT0376,CUST0426,Telefone,2024-10-19 10:37:23.087741,Sucesso
CONT0377,CUST0547,Email,2024-08-10 10:37:23.087745,Não Atendido
CONT0378,CUST0302,Email,2024-11-27 10:37:23.087750,Sucesso
CONT0379,CUST0922,Reunião,2025-07-24 10:37:23.087754,Sucesso
CONT0380,CUST0581,Reunião,2024-12-10 10:37:23.087759,Não Atendido
CONT0381,CUST0349,Email,2024-12-08 10:37:23.087763,Falha
CONT0382,CUST0832,Chat,2024-08-30 10:37:23.087768,Sucesso
CONT0383,CUST0933,Chat,2025-03-11 10:37:23.087773,Sucesso
CONT0384,CUST0980,Email,2024-12-14 10:37:23.087777,Sucesso
CONT0385,CUST0049,Email,2024-10-05 10:37:23.087781,Falha
CONT0386,CUST0917,Telefone,2025-02-21 10:37:23.087786,Sucesso
CONT0387,CUST0074,Chat,2025-07-18 10:37:23.087790,Sucesso
CONT0388,CUST0704,Reunião,2025-01-03 10:37:23.087795,Sucesso
CONT0389,CUST0261,Email,2024-08-29 10:37:23.087799,Sucesso
CONT0390,CUST0356,Email,2025-03-25 10:37:23.087804,Sucesso
CONT0391,CUST0582,Telefone,2025-03-31 10:37:23.087808,Sucesso
CONT0392,CUST0602,Telefone,2024-10-17 10:37:23.087813,Sucesso
CONT0393,CUST0260,Email,2024-12-04 10:37:23.087818,Sucesso
CONT0394,CUST0638,Reunião,2025-01-30 10:37:23.087822,Não Atendido
CONT0395,CUST0743,Telefone,2025-06-24 10:37:23.087827,Sucesso
CONT0396,CUST0295,Reunião,2025-05-13 10:37:23.087831,Falha
CONT0397,CUST0931,Reunião,2025-06-24 10:37:23.087836,Não Atendido
CONT0398,CUST0641,Reunião,2024-09-11 10:37:23.087840,Sucesso
CONT0399,CUST0792,Telefone,2025-03-15 10:37:23.087845,Sucesso
CONT0400,CUST0313,Telefone,2025-06-17 10:37:23.087849,Não Atendido
CONT0401,CUST0612,Email,2024-12-08 10:37:23.087854,Sucesso
CONT0402,CUST0838,Telefone,2024-10-17 10:37:23.087859,Sucesso
CONT0403,CUST0809,Email,2025-06-17 10:37:23.087864,Sucesso
CONT0404,CUST0182,Telefone,2024-11-14 10:37:23.087868,Sucesso
CONT0405,CUST0686,Email,2025-04-09 10:37:23.087873,Falha
CONT0406,CUST0828,Email,2025-01-19 10:37:23.087877,Falha
CONT0407,CUST0364,Email,2024-12-02 10:37:23.087882,Falha
CONT0408,CUST0188,Email,2025-05-29 10:37:23.087886,Sucesso
CONT0409,CUST0569,Reunião,2024-08-31 10:37:23.087890,Sucesso
CONT0410,CUST0543,Reunião,2025-06-11 10:37:23.087895,Sucesso
CONT0411,CUST0596,Telefone,2025-06-29 10:37:23.087900,Sucesso
CONT0412,CUST0664,Email,2024-10-22 10:37:23.087904,Sucesso
CONT0413,CUST0985,Email,2025-07-20 10:37:23.087909,Sucesso
CONT0414,CUST0548,Email,2024-12-30 10:37:23.087913,Sucesso
CONT0415,CUST0725,Email,2024-09-28 10:37:23.087918,Sucesso
CONT0416,CUST0926,Reunião,2024-12-06 10:37:23.087922,Sucesso
CONT0417,CUST0408,Email,2024-08-20 10:37:23.087927,Sucesso
CONT0418,CUST0876,Email,2024-10-07 10:37:23.087931,Sucesso
CONT0419,CUST0618,Email,2024-10-13 10:37:23.087936,Sucesso
CONT0420,CUST0414,Email,2024-10-28 10:37:23.087941,Sucesso
CONT0421,CUST0342,Telefone,2025-05-25 10:37:23.087945,Falha
CONT0422,CUST0220,Telefone,2025-04-19 10:37:23.087950,Falha
CONT0423,CUST0903,Email,2025-02-08 10:37:23.087954,Não Atendido
CONT0424,CUST0163,Email,2025-07-06 10:37:23.087959,Sucesso
CONT0425,CUST0951,Email,2024-12-16 10:37:23.087963,Sucesso
CONT0426,CUST0220,Email,2024-10-29 10:37:23.087968,Sucesso
CONT0427,CUST0270,Email,2025-07-13 10:37:23.087972,Falha
CONT0428,CUST0632,Chat,2024-09-10 10:37:23.087977,Sucesso
CONT0429,CUST0906,Telefone,2024-11-01 10:37:23.087981,Falha
CONT0430,CUST0848,Telefone,2024-12-24 10:37:23.087986,Sucesso
CONT0431,CUST0400,Telefone,2025-06-11 10:37:23.087990,Não Atendido
CONT0432,CUST0182,Telefone,2025-02-08 10:37:23.087995,Não Atendido
CONT0433,CUST0991,Telefone,2024-12-18 10:37:23.088002,Sucesso
CONT0434,CUST0618,Telefone,2024-08-29 10:37:23.088006,Sucesso
CONT0435,CUST0729,Reunião,2024-10-24 10:37:23.088011,Sucesso
CONT0436,CUST0205,Email,2025-06-04 10:37:23.088016,Sucesso
CONT0437,CUST0582,Telefone,2024-12-18 10:37:23.088020,Sucesso
CONT0438,CUST0556,Telefone,2024-10-22 10:37:23.088025,Sucesso
CONT0439,CUST0841,Reunião,2025-01-06 10:37:23.088029,Sucesso
CONT0440,CUST0813,Telefone,2024-11-22 10:37:23.088034,Sucesso
CONT0441,CUST0228,Telefone,2025-07-20 10:37:23.088038,Sucesso
CONT0442,CUST0696,Email,2025-02-13 10:37:23.088043,Sucesso
CONT0443,CUST0619,Telefone,2024-12-21 10:37:23.088047,Sucesso
CONT0444,CUST0596,Email,2024-12-24 10:37:23.088052,Sucesso
CONT0445,CUST0850,Email,2025-05-15 10:37:23.088056,Falha
CONT0446,CUST0250,Email,2024-10-20 10:37:23.088061,Sucesso
CONT0447,CUST0875,Telefone,2024-12-04 10:37:23.088065,Falha
CONT0448,CUST0441,Email,2025-04-19 10:37:23.088070,Sucesso
CONT0449,CUST0533,Email,2024-11-26 10:37:23.088074,Sucesso
CONT0450,CUST0196,Reunião,2025-05-11 10:37:23.088079,Sucesso
CONT0451,CUST0690,Email,2025-05-27 10:37:23.088083,Sucesso
CONT0452,CUST0929,Telefone,2025-07-08 10:37:23.088088,Sucesso
CONT0453,CUST0987,Telefone,2025-02-16 10:37:23.088092,Sucesso
CONT0454,CUST0519,Email,2024-10-02 10:37:23.088097,Sucesso
CONT0455,CUST0070,Reunião,2024-08-29 10:37:23.088102,Sucesso
CONT0456,CUST0639,Email,2025-02-11 10:37:23.088106,Sucesso
CONT0457,CUST0399,Telefone,2025-03-21 10:37:23.088111,Falha
CONT0458,CUST0978,Telefone,2025-01-25 10:37:23.088115,Sucesso
CONT0459,CUST0672,Telefone,2025-02-02 10:37:23.088120,Sucesso
CONT0460,CUST0760,Telefone,2025-01-01 10:37:23.088124,Falha
CONT0461,CUST0203,Email,2025-02-24 10:37:23.088129,Sucesso
CONT0462,CUST0148,Email,2025-02-27 10:37:23.088133,Falha
CONT0463,CUST0472,Reunião,2025-07-25 10:37:23.088138,Sucesso
CONT0464,CUST0655,Telefone,2024-10-15 10:37:23.088142,Sucesso
CONT0465,CUST0944,Reunião,2025-05-10 10:37:23.088147,Não Atendido
CONT0466,CUST0199,Reunião,2024-09-17 10:37:23.088151,Sucesso
CONT0467,CUST0917,Reunião,2025-06-26 10:37:23.088156,Falha
CONT0468,CUST0426,Telefone,2025-01-09 10:37:23.088161,Sucesso
CONT0469,CUST0666,Email,2024-12-21 10:37:23.088165,Sucesso
CONT0470,CUST0492,Reunião,2024-08-22 10:37:23.088170,Falha
CONT0471,CUST0888,Telefone,2024-11-05 10:37:23.088174,Sucesso
CONT0472,CUST0896,Email,2024-11-01 10:37:23.088179,Falha
CONT0473,CUST0142,Reunião,2024-11-29 10:37:23.088183,Sucesso
CONT0474,CUST0313,Reunião,2024-10-01 10:37:23.088188,Sucesso
CONT0475,CUST0165,Telefone,2025-01-11 10:37:23.088193,Sucesso
CONT0476,CUST0314,Email,2024-09-20 10:37:23.088198,Falha
CONT0477,CUST0021,Email,2025-03-20 10:37:23.088203,Sucesso
CONT0478,CUST0082,Reunião,2024-10-31 10:37:23.088207,Sucesso
CONT0479,CUST0581,Chat,2025-07-04 10:37:23.088212,Falha
CONT0480,CUST0131,Email,2024-10-02 10:37:23.088216,Falha
CONT0481,CUST0599,Email,2025-07-20 10:37:23.088221,Sucesso
CONT0482,CUST0730,Reunião,2025-06-11 10:37:23.088225,Sucesso
CONT0483,CUST0933,Email,2025-04-17 10:37:23.088230,Sucesso
CONT0484,CUST0984,Telefone,2025-08-02 10:37:23.088235,Sucesso
CONT0485,CUST0305,Chat,2025-02-06 10:37:23.088240,Sucesso
CONT0486,CUST0915,Email,2025-07-25 10:37:23.088244,Sucesso
CONT0487,CUST0371,Telefone,2024-09-02 10:37:23.088249,Sucesso
CONT0488,CUST0857,Email,2024-10-26 10:37:23.088253,Falha
CONT0489,CUST0853,Email,2024-11-21 10:37:23.088258,Falha
CONT0490,CUST0384,Reunião,2025-05-09 10:37:23.088263,Sucesso
CONT0491,CUST0908,Telefone,2025-04-25 10:37:23.088267,Sucesso
CONT0492,CUST0445,Chat,2025-02-02 10:37:23.088272,Sucesso
CONT0493,CUST0425,Telefone,2024-11-30 10:37:23.088277,Sucesso
CONT0494,CUST0161,Email,2024-11-25 10:37:23.088281,Falha
CONT0495,CUST0178,Email,2025-05-23 10:37:23.088286,Sucesso
CONT0496,CUST0629,Email,2025-04-21 10:37:23.088290,Sucesso
CONT0497,CUST0708,Email,2025-03-04 10:37:23.088295,Sucesso
CONT0498,CUST0895,Email,2025-05-17 10:37:23.088299,Sucesso
CONT0499,CUST0490,Email,2025-05-22 10:37:23.088303,Sucesso
CONT0500,CUST0327,Telefone,2024-11-22 10:37:23.088308,Sucesso
CONT0501,CUST0598,Reunião,2025-04-02 10:37:23.088312,Sucesso
CONT0502,CUST0289,Telefone,2024-10-29 10:37:23.088317,Sucesso
CONT0503,CUST0593,Reunião,2025-05-11 10:37:23.088321,Falha
CONT0504,CUST0664,Email,2025-01-15 10:37:23.088326,Falha
CONT0505,CUST0573,Email,2025-07-22 10:37:23.088330,Sucesso
CONT0506,CUST0573,Telefone,2025-03-09 10:37:23.088335,Sucesso
CONT0507,CUST0354,Telefone,2024-11-26 10:37:23.088339,Sucesso
CONT0508,CUST0028,Email,2025-01-31 10:37:23.088344,Sucesso
CONT0509,CUST0954,Reunião,2024-09-12 10:37:23.088348,Sucesso
CONT0510,CUST0043,Reunião,2025-07-06 10:37:23.088353,Sucesso
CONT0511,CUST0681,Telefone,2024-11-09 10:37:23.088358,Sucesso
CONT0512,CUST0423,Email,2025-08-02 10:37:23.088363,Sucesso
CONT0513,CUST0598,Reunião,2024-09-11 10:37:23.088367,Sucesso
CONT0514,CUST0177,Telefone,2024-10-03 10:37:23.088372,Sucesso
CONT0515,CUST0529,Reunião,2024-09-08 10:37:23.088376,Falha
CONT0516,CUST0610,Reunião,2025-02-19 10:37:23.088381,Sucesso
CONT0517,CUST0966,Reunião,2025-02-07 10:37:23.088386,Sucesso
CONT0518,CUST0494,Telefone,2025-02-10 10:37:23.088393,Sucesso
CONT0519,CUST0198,Email,2025-03-17 10:37:23.088398,Falha
CONT0520,CUST0610,Telefone,2024-08-10 10:37:23.088402,Falha
CONT0521,CUST0577,Telefone,2024-12-02 10:37:23.088407,Falha
CONT0522,CUST0842,Reunião,2025-04-02 10:37:23.088412,Sucesso
CONT0523,CUST0853,Email,2024-11-17 10:37:23.088416,Sucesso
CONT0524,CUST0517,Email,2025-06-28 10:37:23.088421,Falha
CONT0525,CUST0514,Reunião,2024-08-17 10:37:23.088426,Sucesso
CONT0526,CUST0022,Reunião,2024-11-25 10:37:23.088431,Sucesso
CONT0527,CUST0112,Chat,2025-03-17 10:37:23.088435,Falha
CONT0528,CUST0057,Reunião,2024-12-10 10:37:23.088440,Sucesso
CONT0529,CUST0066,Telefone,2024-12-22 10:37:23.088445,Sucesso
CONT0530,CUST0842,Telefone,2024-08-31 10:37:23.088450,Sucesso
CONT0531,CUST0098,Reunião,2025-01-21 10:37:23.088454,Sucesso
CONT0532,CUST0144,Telefone,2025-06-03 10:37:23.088459,Sucesso
CONT0533,CUST0880,Telefone,2025-07-27 10:37:23.088464,Sucesso
CONT0534,CUST0435,Email,2025-04-21 10:37:23.088469,Falha
CONT0535,CUST0637,Telefone,2025-07-12 10:37:23.088473,Sucesso
CONT0536,CUST0679,Reunião,2025-03-09 10:37:23.088478,Falha
CONT0537,CUST0086,Email,2024-12-29 10:37:23.088483,Sucesso
CONT0538,CUST0588,Email,2024-08-31 10:37:23.088487,Sucesso
CONT0539,CUST0344,Email,2024-12-13 10:37:23.088492,Falha
CONT0540,CUST0936,Email,2024-12-13 10:37:23.088496,Falha
CONT0541,CUST0294,Email,2024-12-31 10:37:23.088501,Sucesso
CONT0542,CUST0956,Telefone,2025-03-09 10:37:23.088505,Falha
CONT0543,CUST0571,Chat,2025-04-06 10:37:23.088510,Falha
CONT0544,CUST0650,Telefone,2025-03-16 10:37:23.088514,Falha
CONT0545,CUST0611,Email,2025-01-30 10:37:23.088519,Sucesso
CONT0546,CUST0704,Email,2024-11-25 10:37:23.088523,Falha
CONT0547,CUST0243,Telefone,2025-05-31 10:37:23.088528,Não Atendido
CONT0548,CUST0831,Email,2025-04-25 10:37:23.088532,Falha
CONT0549,CUST0561,Reunião,2024-09-05 10:37:23.088537,Sucesso
CONT0550,CUST0960,Telefone,2025-03-01 10:37:23.088542,Sucesso
CONT0551,CUST0032,Reunião,2024-10-02 10:37:23.088546,Sucesso
CONT0552,CUST0391,Email,2024-08-10 10:37:23.088551,Sucesso
CONT0553,CUST0277,Telefone,2024-10-11 10:37:23.088565,Não Atendido
CONT0554,CUST0532,Email,2025-05-09 10:37:23.088571,Sucesso
CONT0555,CUST0154,Chat,2024-08-15 10:37:23.088575,Sucesso
CONT0556,CUST0383,Telefone,2024-11-24 10:37:23.088580,Não Atendido
CONT0557,CUST0068,Email,2024-08-19 10:37:23.088584,Sucesso
CONT0558,CUST0878,Email,2024-12-30 10:37:23.088589,Sucesso
CONT0559,CUST0884,Email,2025-07-29 10:37:23.088593,Sucesso
CONT0560,CUST0214,Telefone,2025-07-26 10:37:23.088598,Sucesso
CONT0561,CUST0655,Email,2024-09-16 10:37:23.088603,Sucesso
CONT0562,CUST0376,Telefone,2024-12-06 10:37:23.088607,Não Atendido
CONT0563,CUST0744,Email,2025-02-06 10:37:23.088612,Sucesso
CONT0564,CUST0213,Telefone,2024-10-27 10:37:23.088616,Sucesso
CONT0565,CUST0079,Reunião,2024-09-29 10:37:23.088621,Sucesso
CONT0566,CUST0726,Reunião,2025-04-30 10:37:23.088625,Sucesso
CONT0567,CUST0628,Reunião,2025-01-22 10:37:23.088630,Sucesso
CONT0568,CUST0604,Email,2024-12-24 10:37:23.088634,Sucesso
CONT0569,CUST0782,Email,2024-09-08 10:37:23.088639,Sucesso
CONT0570,CUST0923,Telefone,2025-04-26 10:37:23.088644,Falha
CONT0571,CUST0381,Email,2025-04-23 10:37:23.088648,Sucesso
CONT0572,CUST0680,Telefone,2025-06-10 10:37:23.088653,Sucesso
CONT0573,CUST0058,Email,2025-05-21 10:37:23.088657,Falha
CONT0574,CUST0796,Email,2025-05-24 10:37:23.088662,Sucesso
CONT0575,CUST0026,Email,2025-06-26 10:37:23.088666,Sucesso
CONT0576,CUST0881,Reunião,2024-09-17 10:37:23.088671,Sucesso
CONT0577,CUST0447,Email,2025-02-07 10:37:23.088676,Sucesso
CONT0578,CUST0066,Telefone,2025-07-05 10:37:23.088680,Sucesso
CONT0579,CUST0921,Email,2025-05-28 10:37:23.088685,Sucesso
CONT0580,CUST0760,Telefone,2025-06-12 10:37:23.088689,Sucesso
CONT0581,CUST0254,Email,2025-04-24 10:37:23.088694,Sucesso
CONT0582,CUST0899,Reunião,2025-01-19 10:37:23.088698,Sucesso
CONT0583,CUST0968,Reunião,2025-04-28 10:37:23.088703,Sucesso
CONT0584,CUST0044,Email,2024-11-24 10:37:23.088707,Falha
CONT0585,CUST0097,Chat,2024-10-04 10:37:23.088712,Não Atendido
CONT0586,CUST0554,Chat,2025-05-25 10:37:23.088716,Falha
CONT0587,CUST0227,Reunião,2025-02-17 10:37:23.088721,Sucesso
CONT0588,CUST0774,Reunião,2025-03-17 10:37:23.088725,Sucesso
CONT0589,CUST0679,Email,2025-02-22 10:37:23.088730,Sucesso
CONT0590,CUST0436,Telefone,2024-11-19 10:37:23.088734,Sucesso
CONT0591,CUST0791,Email,2024-12-29 10:37:23.088739,Sucesso
CONT0592,CUST0601,Email,2025-05-16 10:37:23.088744,Sucesso
CONT0593,CUST0379,Chat,2025-02-06 10:37:23.088748,Sucesso
CONT0594,CUST0178,Email,2024-10-04 10:37:23.088754,Sucesso
CONT0595,CUST0427,Reunião,2025-07-28 10:37:23.088759,Não Atendido
CONT0596,CUST0915,Reunião,2025-08-03 10:37:23.088764,Sucesso
CONT0597,CUST0709,Reunião,2024-08-21 10:37:23.088768,Sucesso
CONT0598,CUST0307,Chat,2024-09-05 10:37:23.088773,Sucesso
CONT0599,CUST0779,Email,2024-10-19 10:37:23.088778,Sucesso
CONT0600,CUST0504,Email,2024-10-30 10:37:23.088782,Sucesso
CONT0601,CUST0268,Telefone,2025-01-04 10:37:23.088787,Sucesso
CONT0602,CUST0586,Email,2025-05-01 10:37:23.088791,Sucesso
CONT0603,CUST0008,Email,2025-04-28 10:37:23.088799,Falha
CONT0604,CUST0920,Email,2025-07-29 10:37:23.088803,Falha
CONT0605,CUST0508,Reunião,2025-06-07 10:37:23.088808,Não Atendido
CONT0606,CUST0476,Telefone,2024-10-02 10:37:23.088812,Falha
CONT0607,CUST0297,Email,2025-03-14 10:37:23.088817,Sucesso
CONT0608,CUST0164,Telefone,2025-06-05 10:37:23.088821,Sucesso
CONT0609,CUST0485,Email,2025-04-08 10:37:23.088826,Sucesso
CONT0610,CUST0597,Email,2024-12-24 10:37:23.088831,Sucesso
CONT0611,CUST0072,Reunião,2025-04-24 10:37:23.088835,Sucesso
CONT0612,CUST0567,Telefone,2024-11-20 10:37:23.088840,Falha
CONT0613,CUST0905,Reunião,2024-08-23 10:37:23.088845,Sucesso
CONT0614,CUST0559,Email,2024-11-25 10:37:23.088850,Sucesso
CONT0615,CUST0911,Reunião,2025-01-12 10:37:23.088855,Sucesso
CONT0616,CUST0944,Telefone,2025-07-10 10:37:23.088860,Não Atendido
CONT0617,CUST0238,Telefone,2025-02-18 10:37:23.088865,Sucesso
CONT0618,CUST0104,Telefone,2024-09-05 10:37:23.088869,Falha
CONT0619,CUST0210,Reunião,2025-05-23 10:37:23.088874,Falha
CONT0620,CUST0554,Telefone,2025-04-13 10:37:23.088878,Não Atendido
CONT0621,CUST0828,Telefone,2025-05-30 10:37:23.088883,Falha
CONT0622,CUST0468,Chat,2024-08-18 10:37:23.088887,Falha
CONT0623,CUST0454,Reunião,2024-12-16 10:37:23.088892,Sucesso
CONT0624,CUST0268,Telefone,2025-08-06 10:37:23.088897,Sucesso
CONT0625,CUST0386,Reunião,2025-02-21 10:37:23.088902,Sucesso
CONT0626,CUST0775,Email,2024-08-20 10:37:23.088906,Sucesso
CONT0627,CUST0848,Email,2025-01-01 10:37:23.088911,Não Atendido
CONT0628,CUST0387,Telefone,2024-11-07 10:37:23.088915,Sucesso
CONT0629,CUST0877,Chat,2024-11-29 10:37:23.088920,Falha
CONT0630,CUST0259,Chat,2024-08-25 10:37:23.088925,Sucesso
CONT0631,CUST0283,Email,2024-08-28 10:37:23.088930,Sucesso
CONT0632,CUST0626,Telefone,2025-02-14 10:37:23.088935,Não Atendido
CONT0633,CUST0875,Email,2025-02-18 10:37:23.088940,Sucesso
CONT0634,CUST0040,Chat,2024-12-04 10:37:23.088945,Sucesso
CONT0635,CUST0486,Chat,2025-05-09 10:37:23.088949,Sucesso
CONT0636,CUST0929,Telefone,2025-06-19 10:37:23.088954,Sucesso
CONT0637,CUST0220,Reunião,2024-10-17 10:37:23.088958,Sucesso
CONT0638,CUST0129,Reunião,2025-03-10 10:37:23.088963,Sucesso
CONT0639,CUST0520,Telefone,2025-03-28 10:37:23.088969,Sucesso
CONT0640,CUST0613,Email,2025-06-09 10:37:23.088973,Falha
CONT0641,CUST0928,Telefone,2024-09-17 10:37:23.088978,Falha
CONT0642,CUST0892,Telefone,2025-01-20 10:37:23.088982,Sucesso
CONT0643,CUST0688,Telefone,2025-01-04 10:37:23.088987,Sucesso
CONT0644,CUST0619,Email,2025-06-19 10:37:23.088991,Falha
CONT0645,CUST0613,Chat,2024-12-18 10:37:23.088996,Sucesso
CONT0646,CUST0260,Email,2024-12-03 10:37:23.089000,Sucesso
CONT0647,CUST0990,Telefone,2024-12-11 10:37:23.089005,Sucesso
CONT0648,CUST0966,Telefone,2025-02-20 10:37:23.089009,Falha
CONT0649,CUST0366,Telefone,2025-06-20 10:37:23.089014,Sucesso
CONT0650,CUST0758,Telefone,2025-06-17 10:37:23.089018,Sucesso
CONT0651,CUST0787,Email,2024-10-12 10:37:23.089023,Sucesso
CONT0652,CUST0544,Email,2025-05-01 10:37:23.089027,Sucesso
CONT0653,CUST0649,Telefone,2025-01-03 10:37:23.089032,Sucesso
CONT0654,CUST0524,Telefone,2025-02-11 10:37:23.089036,Sucesso
CONT0655,CUST0907,Email,2025-05-19 10:37:23.089041,Falha
CONT0656,CUST0814,Reunião,2025-02-03 10:37:23.089045,Não Atendido
CONT0657,CUST0887,Telefone,2025-07-11 10:37:23.089049,Sucesso
CONT0658,CUST0016,Telefone,2025-01-24 10:37:23.089054,Sucesso
CONT0659,CUST0129,Reunião,2025-01-05 10:37:23.089058,Sucesso
CONT0660,CUST0575,Email,2024-08-30 10:37:23.089063,Falha
CONT0661,CUST0109,Email,2025-04-15 10:37:23.089068,Falha
CONT0662,CUST0887,Reunião,2024-12-08 10:37:23.089072,Sucesso
CONT0663,CUST0533,Telefone,2025-04-05 10:37:23.089076,Sucesso
CONT0664,CUST0670,Telefone,2024-10-06 10:37:23.089081,Falha
CONT0665,CUST0269,Reunião,2025-05-23 10:37:23.089086,Sucesso
CONT0666,CUST0162,Reunião,2024-09-30 10:37:23.089090,Sucesso
CONT0667,CUST0260,Chat,2024-09-29 10:37:23.089095,Sucesso
CONT0668,CUST0924,Telefone,2025-01-23 10:37:23.089100,Sucesso
CONT0669,CUST0102,Telefone,2024-08-21 10:37:23.089104,Sucesso
CONT0670,CUST0506,Telefone,2025-06-24 10:37:23.089109,Falha
CONT0671,CUST0735,Email,2025-02-02 10:37:23.089113,Sucesso
CONT0672,CUST0571,Telefone,2024-08-29 10:37:23.089118,Sucesso
CONT0673,CUST0247,Email,2024-12-04 10:37:23.089122,Sucesso
CONT0674,CUST0640,Chat,2025-05-15 10:37:23.089127,Sucesso
CONT0675,CUST0795,Telefone,2025-01-12 10:37:23.089132,Sucesso
CONT0676,CUST0837,Telefone,2025-03-09 10:37:23.089136,Sucesso
CONT0677,CUST0537,Email,2025-03-04 10:37:23.089141,Falha
CONT0678,CUST0131,Email,2025-07-22 10:37:23.089145,Sucesso
CONT0679,CUST0353,Email,2025-02-23 10:37:23.089150,Sucesso
CONT0680,CUST0196,Telefone,2025-03-15 10:37:23.089154,Sucesso
CONT0681,CUST0793,Email,2025-07-01 10:37:23.089159,Sucesso
CONT0682,CUST0916,Telefone,2024-09-08 10:37:23.089163,Falha
CONT0683,CUST0930,Reunião,2025-06-23 10:37:23.089168,Sucesso
CONT0684,CUST0666,Reunião,2025-01-13 10:37:23.089173,Não Atendido
CONT0685,CUST0382,Telefone,2025-06-06 10:37:23.089177,Sucesso
CONT0686,CUST0645,Email,2024-08-16 10:37:23.089182,Falha
CONT0687,CUST0227,Reunião,2024-10-03 10:37:23.089186,Sucesso
CONT0688,CUST0701,Reunião,2025-07-19 10:37:23.089191,Sucesso
CONT0689,CUST0476,Email,2024-10-11 10:37:23.089198,Sucesso
CONT0690,CUST0477,Reunião,2025-07-31 10:37:23.089203,Sucesso
CONT0691,CUST0265,Email,2024-12-01 10:37:23.089208,Falha
CONT0692,CUST0372,Reunião,2025-04-12 10:37:23.089212,Falha
CONT0693,CUST0486,Chat,2025-05-31 10:37:23.089217,Sucesso
CONT0694,CUST0434,Email,2025-07-04 10:37:23.089221,Sucesso
CONT0695,CUST0646,Reunião,2025-01-25 10:37:23.089226,Sucesso
CONT0696,CUST0211,Telefone,2024-09-16 10:37:23.089230,Falha
CONT0697,CUST0572,Chat,2025-06-13 10:37:23.089235,Sucesso
CONT0698,CUST0940,Telefone,2024-11-14 10:37:23.089239,Sucesso
CONT0699,CUST0377,Reunião,2025-06-26 10:37:23.089244,Sucesso
CONT0700,CUST0395,Email,2024-10-14 10:37:23.089248,Falha
CONT0701,CUST0450,Email,2024-12-19 10:37:23.089253,Sucesso
CONT0702,CUST0943,Email,2025-07-28 10:37:23.089258,Falha
CONT0703,CUST0364,Chat,2024-08-14 10:37:23.089262,Falha
CONT0704,CUST0876,Reunião,2025-04-01 10:37:23.089267,Sucesso
CONT0705,CUST0457,Reunião,2025-02-09 10:37:23.089271,Sucesso
CONT0706,CUST0725,Chat,2025-01-26 10:37:23.089276,Falha
CONT0707,CUST0728,Email,2025-05-07 10:37:23.089281,Sucesso
CONT0708,CUST0226,Email,2024-12-19 10:37:23.089285,Não Atendido
CONT0709,CUST0982,Email,2025-05-21 10:37:23.089290,Sucesso
CONT0710,CUST0131,Email,2025-05-14 10:37:23.089294,Sucesso
CONT0711,CUST0588,Email,2025-07-08 10:37:23.089299,Não Atendido
CONT0712,CUST0476,Telefone,2025-01-06 10:37:23.089303,Sucesso
CONT0713,CUST0798,Email,2025-06-19 10:37:23.089308,Sucesso
CONT0714,CUST0986,Email,2024-11-15 10:37:23.089312,Falha
CONT0715,CUST0277,Email,2025-03-15 10:37:23.089317,Sucesso
CONT0716,CUST0156,Email,2025-05-30 10:37:23.089322,Sucesso
CONT0717,CUST0760,Chat,2025-06-10 10:37:23.089326,Sucesso
CONT0718,CUST0218,Reunião,2025-02-03 10:37:23.089331,Falha
CONT0719,CUST0190,Chat,2025-06-06 10:37:23.089335,Falha
CONT0720,CUST0417,Telefone,2024-10-03 10:37:23.089340,Sucesso
CONT0721,CUST0981,Email,2024-10-15 10:37:23.089345,Falha
CONT0722,CUST0675,Reunião,2025-02-22 10:37:23.089350,Falha
CONT0723,CUST0692,Email,2025-02-17 10:37:23.089354,Sucesso
CONT0724,CUST0546,Email,2025-06-05 10:37:23.089359,Sucesso
CONT0725,CUST0041,Email,2025-03-13 10:37:23.089363,Sucesso
CONT0726,CUST0307,Email,2024-10-05 10:37:23.089368,Sucesso
CONT0727,CUST0943,Email,2025-02-27 10:37:23.089372,Falha
CONT0728,CUST0338,Email,2025-03-19 10:37:23.089377,Falha
CONT0729,CUST0314,Telefone,2024-09-07 10:37:23.089381,Sucesso
CONT0730,CUST0075,Email,2025-05-02 10:37:23.089386,Sucesso
CONT0731,CUST0953,Email,2024-12-29 10:37:23.089390,Sucesso
CONT0732,CUST0279,Reunião,2025-06-25 10:37:23.089395,Sucesso
CONT0733,CUST0176,Email,2024-10-19 10:37:23.089400,Sucesso
CONT0734,CUST0896,Email,2025-04-21 10:37:23.089405,Sucesso
CONT0735,CUST0662,Reunião,2024-11-14 10:37:23.089409,Sucesso
CONT0736,CUST0273,Email,2025-05-04 10:37:23.089414,Sucesso
CONT0737,CUST0837,Email,2024-11-18 10:37:23.089418,Falha
CONT0738,CUST0620,Telefone,2024-09-28 10:37:23.089423,Sucesso
CONT0739,CUST0651,Email,2025-05-28 10:37:23.089427,Sucesso
